,q_a,label
2235, ::She is a disgrace to and will be stripped of her medals. She is nothing. -  ,1
2236, ::Heh. Suck it down chump.  ,1
2237,  == chynks ==   == cockass == ya umm hello you goth raghead chynk slyin eyed son of a bitch remember me? ya chrome dome bastard,1
2238, haunted angel sucks cock every night,1
2239,Wikipedblack people are stupid ia,1
2240,"Shut up weaboo, Diddy Kong was created by Rare an English company.    ",1
2241,semll it then lick it,1
2242,  == ==U R GAY== ==  FUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUCKFUC,1
2243,  == hello ==  removing comments on ur user page is illegal on wikipedia. dont do it again or u will be blocked!!! BITCH  ,1
2244,  User Ip 195.8.175.27 you are a motherfucking pervert if u vandalize anything again with references to sexuality and genitals I'm going to cut your penis off.,1
2245," why do you care about a fake search engine, poopyhead jerk?",1
2246,"Why can't you find a significant other oh wait i know... because you're abrasive, unpleasant, over-the-hill, and quite thoroughly ugly. -everyone  ",1
2247, ::Don't forget to eat your cyanide tablets now that they found you.  ,1
2248,"EAT YOUR CYANIDE  LET NOW, AGENT MACK! YOU'RE IN DANGER OF COMPROMISING THE MISSION AND WE MUST SACRIFICE YOUR LIFE IN ORDER FOR THE MISSION TO BE CARRIED ON!",1
2249, JAYJG HAS ALREADY EATEN HIS  LET! YOU MUST DO IT NOW OR THEY WILL GET YOU AND TORTURE YOU TO MAKE YOU CONFESS OUR SECRETS}},1
2250,"Please don't patronize me with this kind of crap. I've been around bikers most of my life. Mostly Jokers, but the Bandidos don't stray far from that tree.    ",1
2251,  ==shit-faced loser== You fucking twat,1
2252,` ::he looks better with his hair not obscuring his ugly face which might I add appears to be covered in some sort of pearly substance `,1
2253,"  Stop screwing with my edits, copyright is for fools!",1
2254," If you don't stop bitching, I'll change my IP address and come back again.",1
2255,   see also: Maggot  ,1
2256,   == a comment from your mum ==  see also: Maggot,1
2257,   === sad... === oh so sad you can't block me yourself,1
2258, :::::Get off your fucking high horse. I'm not a newcomer. Please just piss off from my user talk page and go admin abuse someone else.  ,1
2259,"http://www.geocities.com/kakamafive/ has the entire story, although I suppose you're just going to ignore this because of your stupid DURRR CREDIBLE SOURCES policy. Fags.  ",1
2260,"you are vandalizing the page, you are the true vandal here  ",1
2261,  ==Stop==  Stpo vandalising you dirty gay probablay,1
2262,  == Stop fucking with the article shit! ==  yep!,1
2263,dominicanyou suck dick  ,1
2264,  == hey pal ==   your warning would hold more weight if you warned  for her persistent reversions of my work.   til then i'll have to ignore ya.   ,1
2265,  == Lake Superior NMCA ==  Kick ass work! '''''' ,1
2266,WHy are you ugly and fat?  ,1
2267,Fuck you you stupid and gay bastard who thinls you are cool. Go to hell!   ,1
2268,Actually this guy is right you blocked me in less than 5 minutes. So you do need to get a life. Go get a real girlfriend not a cyber one.  ,1
2269,  ==????==  What is your FUCKING problem  ,1
2270, ==You support the president!?== Do you like the smell of tax money down the drain and dead people being killed for a lost cause.,1
2271,The guy must be retarded. ,1
2272,  ==You're the Vandal!==  Leave my good buddies Tyar and Stopdroproll alone. Just because they live near each other doesn't mean they are the same hupan!,1
2273,    who the hell are you. you know nothing kid. your just a gma fanatic,1
2274," Song   N-E-T-T-O Netto is the place to go, shop all day shop all night come home with a bag of shite! ",1
2275,IS REALLY GAY LOLZOZLZ ,1
2276,"`  i understand your apparent hatred towards my supposed vandalism, but my changing ``least`` to ``fewest`` is entirely legitimate since ``edits`` is evidently discrete (you silly cow)`",1
2277,  == POO ==   IT'S FEWEST YOU IDIOT,1
2278,  yeah yeah whatever fool i dont give a fucc,1
2279,  He's a baldjo faggot.,1
2280,  :: ==Go Fuck yourself.  Wikipedia is a scar on society.==  Faggot.   ,1
2281,  ==Go Fuck Yourself==  Go fuck yourself.  Wikipedia is a scar on society.  May Jim Wales burn in hell for eternity.  Faggot.   ,1
2282,  == Faggot ==  Go fuck McGreevy's loose asshole you cock suckin' abomination.   ,1
2283,  Yoder is the fucking man,1
2284,      ' == Bold text == 'BRIDGER IS THE MOTHER FUCKING SHIIIIIIIIIIIT. NIGGA!!!      ,1
2285, Why don't you experiment with my balls  By sucking them,1
2286,"  == Stop my Vandalizing??? ==  I don't think so, stay out of my damn business you shithead or I'll kick your ass!!! ",1
2287,"  == Stay out of my business ==  Go ahead, keep it up shithead, I'll kick your ass to!!! ",1
2288, : you are an idiot. i am NOT RACIST! but you are an IDIOT!,1
2289,JUST MIND YOUR OWN FUCKIN BUSINESS ASSHOLE      tion,1
2290,  Member of the gaming community are you? Stupid wikipedia loser ,1
2291,"  == fuck you! ==  how dare you not rsvp me you bitch! i thought we had something, I'm the best thing you'll ever have. ",1
2292,WHY THE FUCK ARE THESE TWO THE SAME? THEY ARE INDIVIDUAL WRITERS WITH DIFFERING CREDITS. SEPERATE IS THE WAY TO GO. NOW. DO IT. NOW.,1
2293,  == twat ==  your a twat and im not checking back so you cant reply twat twat twat!,1
2294,  == RE: Removal of Templates ==  I would be most grateful if you would rot in hell.,1
2295,  == RE: Removal of Templates ==  I would be most grateful if you would rot in hell.  —Preceding unsigned comment added by   •   ,1
2296,    Deleted it again. Suck my dick.  ,1
2297,"  Shut up, idiot! It is true! Now, go away and die!  ",1
2298,If it matters that much change the damn spelling.  ,1
2299,  == Twat ==  what a twat you are!,1
2300,  == Lol ==  Youre too incompetent to place a proper warning! Idiot!,1
2301,  == Fuck off ==  you can fuck right off mate!,1
2302,  ==This is as stupid as it gets== Stupid bot... I wonder will it delete this whole article Fuck Fuck Fuck Fuck Fuck Fuck Fuck Fuck Fuck because it's obscene!!!!!!!!,1
2303,"  Come on, unblock me, idiot! I am telling the truth!  ",1
2304,  == Homo... ==  Don't be gay- mind your own fucking business!,1
2305,  ==Hey== You're a fucking cunt. Go kill yourself.,1
2306," ==Hey== Go fuck yourself, cunt. Lick your mother's balls if you must.",1
2307,"   == Help! ==  If you become an admin, I will fuckin find ya then fuckin kill ya because you are a gross, fuckin homosexual who doesn't deserve the upgrade.   ",1
2308, ==Funny== GLAAD? as in glad!?! As in glad gays and lesbians!?!? Thats funny!!! ,1
2309,  == FUCK YOU ==  FUCK YOU Emerson,1
2310,  == FUCK YOU TOO ==  FUCK YOU TOO Emerson,1
2311,  == GO FUCK YOURSELF ==  And all your family! Emerson,1
2312,  STANDAHL ARE YOU A MAN OR A MOUSESTACHE?  WHY DON'T YOU RESPOND.  ARE YOU SCARED OF THE APPROPRIATE FEDERAL AGENCIES WHO ARE ACTIVELY WATCHING YOUR ACTS?,1
2313,    == ya mum ==  fucks ya   ,1
2314,  == fuck u all ==  i ahte all of u now im going to hide in a corner and cut myself,1
2315,fuck all admins that are on wikipedia why don't you just fucking kill all of your selfs you fucking douche bags-Zack E Bazemore,1
2316,"  == WHAT THE FUCK? ==  FUCK YOU, YOU CAN'T VANDALIZE THE SANDBOX, ASSHOLE, IT'S A FUCKING EDITING EXPERIMENT",1
2317,"  == FUCK YOU, ASSHOLE ==  ⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲",1
2318,"DELETE!?!?!? You delete vandalist pages?!?!?! You sick, sick bitch. ",1
2319, don't fucking care if Jewbo wales personally bans me... He's dead meat...,1
2320,"up, HES A FRAUD, A FUCKING FRAUD!!!!!!",1
2321,   == comment from Sasayama ==  go fuck ya mum!  fuck ya too  fuck off bitch!   ,1
2322,  == how dare u you german piece of dog shit ==  dont u fucking clear my edit ever again u piece of horse shit faggot,1
2323,  == fuck u asshole ==  cock dick ass fuck shit bitch fucccccckkkkk yoooouuu u german fag,1
2324,  == Question ==  Are you so mad because you are gay? ,1
2325,  == FUCK YOUR MOTHER ==  FUCK OFF,1
2326,  == red flag baloney ==  baloney is what your mother pleasured herself with after your father left the best part of you on her thigh...,1
2327,  == KISS MY DICK ==  ...ALL 3 OF YOU,1
2328,"  Can't you at least have the common courtesy to answer my question, or do you just want to be a jerk?",1
2329,"  Okay, be a jerk then.  It seems to be in character.",1
2330,"  I'd call you a pompous ass, but that would be redundant, after reading all of your prior talk entries.",1
2331,  ABSOLUTELY THE MOST FUCKING HORRIBLE FILM EVER. EVER!!! PLEASE FUCKING DIE IF YOU LIKE THIS FILM. JUST DIE.,1
2332,"  By the way, I didn't call you a pompous ass, I said I WOULD call you a pompous ass.  Apparently my initial assessment of your reading comprehension wasn't far off.",1
2333,"  Also, I asked if you wanted to be a jerk the first time.  Apparently you chose in the affirmative.",1
2334,"`  i prefer to be called ``it``, you gender-specific sexist whore.`",1
2335,  == Faggit ==  Shut the fuck up you fuckin horrible little faggit,1
2336,  ==Hey queer Andrew==  Stop messing around!Is your mum lesbian and father homosexual?,1
2337,Leave me alone shut up you low life loser and do not write to me  Ilovedirtbikes   ,1
2338,  ==Thanks==  ... for your help on the Bitch article. Rock on!  ,1
2339,"ANYBODY, YOU WERE HARRASSING ME!",1
2340,  Man you are seriously fucking retarded. Did you write those shitty articles yourself?   ,1
2341,. Your sources are worthless,1
2342,  == Who the hell are you ==  Who are you trying to tell me I will be blocked If I dont stop   Ilovedirtbikes  ,1
2343,"  == You are  really a dishonest person ==  I've just found the following from the suspected sock puppet case:  http://en.wikipedia.org/wiki/Wikipedia:Suspected_sock_puppets/PalaceGuard008#User:Sumple  Man, you are really a dishonest person, disgusting!!!!    ",1
2344,  == i will ==  eat dick of every tokio hotel members do you come with me?  oh i forget some of them have vagina,1
2345,  == please ==  come with me cause i like eat dicks with other girls,1
2346,   FUck you you god damn mother fuckin son of a bitch stop being a stupid ass shithead and be fuckin cool for once  ,1
2347,"  Hey asshole, nice try with the speedy deletion.",1
2348,"  == Your recent contributions ==  Why don't you leave my articles alone, you spiteful shit?",1
2349,"  Get lost, you false and abusive lawyer!",1
2350,  You should commit suicide and get it over with.,1
2351,"  ==get lost== don't bother me again, you miserable piece of shit!",1
2352,"  you gay motherfucker i know where you live,i am going to sand your face off,then i am to going to beat you to a pulp,you chicken shagger.",1
2353,BITCH DON'T WARN ME EVER AGAIN  BITCH,1
2354,  And... I don't care =] Block me.  Idiot,1
2355,   Im sorry but this guy is a real douchebag. Im more than appaled at his handling of the border guard cases.    ,1
2356,  == Reply ==  You have deliberately removed my reply to you from the talk page. Screw you.,1
2357,"  ps. Almost forgot, Paine don't reply back to this shit, I don't want to see/care what you have to say do your bitching out of my sight, plskthxbai.   ",1
2358,   u accuse me of that goodfellas thing again and i will hunt you down!,1
2359,I         AM A nOOb. I suck bad.Real Bad. I am sorry for my uncivilised actions on wikipedia. Please forgive my noobness.,1
2360,  == Goodbye == I'm going to kill you,1
2361,  Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages.,1
2362,  Your a disgrace Dan stop making up silly stuff about the wombats  ,1
2363,"TeaDrinker is A Stupid Jerk! Also, He has a Stupid Nickname",1
2364,Giant Cunt==  She is not liberal but in fact a giant cunt.    ==,1
2365,`  == What?? ==  ``Some prefer to just pronounce it as ``fuck```` Huh?`,1
2366,MUST BE A ASS BUDDY OF CRUISERFAGGOT,1
2367," ::Jeeny's being a bitch, don't listen to her.   ",1
2368,"  F*** OFF, YOU F***ING B****! I AM TELLING THE TRUTH! IT IS ALL TRUE, F***ING JACK***",1
2369,  == hey bro ==  HAPPY THANXGIVING FUCKFACE GET A LIFE,1
2370,  == adopt ==  Go and see what that stupid Jeff person left me!,1
2371," :::::::::::Fly away and grow up from your classic bullying, threats and petulant silencing. We're all praying for you to, but in the hiatus we're laughing at you.  ",1
2372,  I mean you Sandy Fuckin' George,1
2373,Pandas can suck my fuckin balls. So can your sister  ,1
2374,"_   ANYWAY, GOTTA MAKE OUT ANOTHER ACCOUNT IF I FEEL THE NEED TO CHEW YOU OUT AGAIN",1
2375,"  No, it was RE-ADD.. not read with two d's.. you STUPID FUCKING CUNT!!!!",1
2376,", BILLCJ's Mom, she's a big fat, fucking bitch Big old fat fuckin' bitch, BILLCJ's Mommmmmmmmmmm Yeahhhhh, Chaaaaa",1
2377,  == what the hell ==  how can all these wankers be so serious about Lolcats?  uptight wiki cunts.,1
2378,"Piss off, she is an ignorant bitch.  ",1
2379,`  Quote ``I'm sure Daniel Park is quite the flaming homosexual``   `,1
2380,  == FUCK U ALL ==  FUCK U ALL,1
2381,  I didn't introduce any information I only removed it. Surely you are not too stupid to see the difference?   ,1
2382,No you are just evil. I didn't think I would find such an evil Userbox. Shame on you.,1
2383,"  ==Accept what== Accept what, you putting your dick up someones ass.",1
2384,  (http://wiki.uschallengecoins.com/Main_Page)  IF YOU REVERT MY FUCKIN EDITS METROS I WILL KILL YOU!,1
2385,EVA AND ELIZABETH HAVE BUTT SEX.,1
2386,"P.S. I need some penis, cat tongue is getting old ",1
2387,"  :Fuck off, asshole. Go back to ruining Wikipedia, why don't you?",1
2388,"  :If you're that sensitive, why don't you kill yourself?",1
2389,"` THEY ARE SO SENSITIVE, THEY WANNA KILL THEMSELVES WHEN YOU MAKE A ``PERSONAL ATTACK,`` WHATEVER THE FUCK THAT IS...`",1
2390,  == Hi there! ==  You wanna fuck my ass?  ,1
2391,  == Burp ==  Please suck my asshole.  ,1
2392,  == suck me ==  Please give me a burp kiss.  ,1
2393,  FUCKING WANKER. FUCK OFF BEFORE I COME AND LEAVE U 6FT UNDER,1
2394,  PS:  you're all middle-aged losers at home in your parents basements living off 50 bucks a week,1
2395,"  == Cunt ==  You're a fucking cunt, and you're obviously jewish like all the rest.  ",1
2396,  == Kiss my Ass cline == wtf did others do to you,1
2397, ==Threats== You are an itiot - no threats implied but you are still an idiot  ,1
2398,  ==i'm so sorry bitches. i didn't mean to FUCK UP YOUR RETARD BEEHIVE==,1
2399,"  call me that, you die.   ",1
2400, Insulent fool == how dare you block me i will return and you will not know it SLADEAKAKEVIN forever  p.s. u r major ass hole  ==,1
2401,  == My personal opinion ==  Is that you're a fucking wanker and I hope you die a painful death.   ,1
2402,"`  ::::Content opponent? No, see this. Just a liar and hate-monger.   `",1
2403,  ::Fuck off. Wikipedia needs new leadership. You will go down.   ,1
2404,"  == Threats ==  I don't respond well to threats, especially from half-wits.  You want to block me, be my guest",1
2405,your way to kill the gore,1
2406,  ==GO AWAY.== Racists not wanted.,1
2407,  == Racists not wanted. ==  GO AWAY.,1
2408," and I am a homosexual.  I think I am better Wikipedia user than you.  Please refrain from making edits to the site.  Thank you.  That is all, asswhipe.",1
2409,  == stifle ==  I hope you know I hate you. Kudos.   - dar dar dar,1
2410,  == BITCH ==  YOU ARE A BASTARD        BITCH       I WANNA FUCK YOU,1
2411,  == YOU'RE THE DISEASE OF AMERICA== STEALING JOBS FROM REGULAR PEOPLE AND WORKING FOR 40 CENTS AN HOUR! FUCKING MEXICAN MONKEY!   ,1
2412,AN UGLY CHILD AND I WILL KILL YOU LIKE A CAT IN A BOX.....maybe.,1
2413," ::ROSES ARE RED, VIOLETS ARE BLUE, MAN I'M BLACK, BUT WHAT THE FUCK ARE YOU?   ",1
2414,  == yo bro ==  i'd understand that you 24 hour banned me if you could explain why.  == fuck you == you're a fag,1
2415,"  :Goths listen to Gothic rock, not to baby pop. If you want you can find sources for every shit.",1
2416,  == i wanna fuck you ==  fuck u fuck u fuck u,1
2417,"  ==why are you being so rude? i only want to help you motherfuckers. fuck! retards! you're such retards! i hope you all die! seriously, die!!!=",1
2418,"  ==hey, that reminds me... is the country of Kuwait still banned, you fucktards?? seriously, please unblock Kuwait, you rude communist sons of bitches!!==",1
2419,   == Since When Did Wikipedia Become So Gay? == Ever since Gene Hackman did in high school.,1
2420,  == I agree == At least I can't get blocked for typing true shit on my own page.  All the admins are gay.  I RUN THIS SHIT.,1
2421,"  WHY DON'T YOU JUST BLOW IT OUT OF YOU ASS, YOU DIRTBALL?  #### OFF, ASSWIPE.",1
2422,"  **As I said before, MIND YOUR OWN F-U-C-K-I-N-G BUSINESS, YOU DIRTBALL!!!",1
2423, the people before this are faggot   ,1
2424, == THIS SUCKS!     ==   I JUST GOT BLOCKED INDEFINITLY  ,1
2425,SAID I SHOULD PUT SOAAP IN MY MOUTH AND I SAID Y. U VANDALISED MORE THAN ME,1
2426,   == This is your last warning == IM WARNING U RESPOND TO MY EARLIER COMMENT. u DELETED IT ON PURPOSE BECAUSE UR TO LAZY TO ANSWER IT.,1
2427,   == STOP == STOP DELETING MY COMMENTS U COWARD.,1
2428,  WHO GAVE YOU THE PERMISSION TO SEND ME A MESSAGE FUCKING IDIOT.,1
2429, You are a stink ass Bitch you motherfucking dick sucking bitch go to fucking hell you dog ass bitch!!!!!!!!!!,1
2430,   == (YOU ARE FAGS) ==  == I AM LEVEL 2 OF LEVEL 2 AND YOU ARE STILL FAGS ==   Menergy Energy for MEN,1
2431,"Lear, stop adding nonsense, the EU is not a country, take your Federalist cap off and start editing with a NPOV!  ",1
2432,Peter Kurth is a desperate consipracy theorist trying to make money and a faker.  ,1
2433,  == This guy is a huge fag ==  True Story.,1
2434,  == HEY FAG WHY YOU GOTSTA DELETE MY EDITS!? ==  FAG,1
2435,   ===HAHAHA FUCK YOU FUCK YOU FUCK YOU WIKIPEDIA I WILL NEVAR STOP I WILL NEVAR FORGET!!!111!!~~ I CAN GET A NEW IP IN 15 SECONDS.  FAGGOTS!!!===,1
2436, :All you people suck! I found it myself it's called The Last Dragon. I'll add it to this article.   ,1
2437,   == Hey bitch! guess what ==  Koschecks fighting at ufc 82... you know waht that means...so give your adress so i could make u suck my cock,1
2438,"  ::Perhaps you missed the discussion at   No, I take that back, please, block me, I don't want to be near scum like you.    ",1
2439," :: is just a piece of shit, ignore him.",1
2440,  == derhexer ==  fuck you cunt. you fucking cunt.,1
2441,"   == Message- ==  fuck off you old mull i'l fuckin find ya and terrorise ya.  Mabuhay,    ",1
2442,"  ::::Ahh heck, why wait?   COmments from harrassing Elenseel deleted.",1
2443,"  :::Fuck you fascist.  did you suck Bush's dick yet?  I bet you did your share of cocksucking in the peacetime army, didn't you?",1
2444,  would you do the world a favor and die? plzkthx,1
2445,`fucking ape. Are you calling my mother an ape? I'll park my wheel chair up your ass... bitch.```,1
