posts,label
 ew no.,0
 my hearing aids as they help me hear the smallest things like crickets :D family as they will always be there for me:D and God  even tho ive been struggling with my faith lately i know he will help me and wouldnt give me anything i cant handle,0
 a scientist lol,0
 bahah yup that you do. but im not gonna tell the whole fuckign world what it is lol,0
 cool.,0
 well what if i dont have a favorite? what am i supposed to say then? lol,0
 no.,0
 fuck no! i live with a used-to-be sheriff  im careful with the law outside of my home :D,0
 no haha,0
 no lol. ive collected stickers but not the ones on the fruit lol,0
 probably when i was a kid lol,0
 probably when i was little,0
 yea idr tho,0
 not that i can remember :D,0
 haha definitely wont be sending this amywhere :] i dont need chain mail to tell me how good i look :] i already know! ;],0
 i still do!,0
 okie dokie :P,0
 i know! seriously! whoever they are obviously doesnt have the BALLS to tell me to my face or at least tell me who they are lol,0
 umm small cuz its a couch lol,0
 because it is fucking awesome :D,0
 idk lol,0
 magic toothpaste fairies :P,0
 i eat it like a normal person lol,0
How do you handcuff a one-armed man?,0
 when there is none left :P,0
 ewww why would you wanna know this shit,0
 famous! :P,0
 a couple. i really only like beer haha :P and not hard liqour,0
 zero :D,0
 dgaf :],0
 on here? like maybe 15 people or a lil more lol,0
 a few  times,0
 im not a fucking prostitute lol. i dont want your money. maybe if you tell me who you might be ill let you know the answer ;],0
 ewww i hate that stuff :P,0
 oooollllldddd,0
 we would go crazy! movies would suck haha,0
 toss it in a dumpster :P,0
 no thanks,0
 bahaha i doubt it,0
 depends on the restaurants policies,0
 haha i think that would be impossible,0
 sure why not?,0
 he could would he get it is the real question,0
 both :P,0
 bahaha thats funny and yes,0
 the wifey! lol idk,0
 i wouldnt doubt it lol,0
 or F UPS (fuck ups hehe) :P,0
 possibly but who knows. large breasted girls could work at ihop too,0
 hmmm thats a good question,0
 the music sounds good lol,0
 they laughed alil too much i guess,0
 wow really? cuz people like making cool songs about bridges,0
 maybe ?,0
 its the day of exceptions where we can look like idiots also :p,0
 good question:],0
 maybe,0
 he is too smart :P,0
 honestly i dont think any knows that answer. we are constantly trying to figure out the world around us and as we do  we will always have questions that will remain unanswered.,0
 wouldnt doubt it,0
 0 degrees :],0
 lol possibly,0
 huh? they love animals so they dont eat THEM but they do gotta eat one way or another lol,0
 a house :],0
 idk haha maybe beowulf:],0
 oil spill  and world peace and world hunger :] i know thats 3 but i cant choose lol,0
 make it big enough for my extended family and those who really arent family but treat them like they are to live in,0
 id like to visit mars :],0
 idk lol,0
 not that long haha,0
 tv cuz i can always find my shows online :D,0
 no.,0
 the way i want to lol :],0
 as long as i fucking wanted to be :D,0
 i would look sexy :D,0
 either a family member or one of my guy friends that would come and protect me :D,0
 maybe if i was really that desperate.,0
 1 being least? then like 2. ive watched horror movies that scared the shit out of me lol,0
 both :P,0
 probably,0
 probably not lol,0
 quality for sure,0
 nope! :D,0
 yes.,0
 so far they have been blonde jerks lol,0
 i used to think that but not anymore.,0
 yea :D,0
 lol well excuse me i dont watch south park haha :] family guy on the other hand...,0
 no thank you haha,0
 mine used to be. i used to take 30 ish minute showers. lately they have been between 15 and 20 minute showers :] so im saving water yay! :],0
 haha yup i know thanks! :D,0
 not bad haha:] ive had to take 2 minute showers before. ugh those are a challenge haha,0
 because banks are not trees,0
 umm idk. i try not to cry in front of people but that sometimes doesnt work,0
 car accident :/,0
 hmmm probably buy a few things for me and one of my besties :D,0
 hmm if i know you well enough its like 8 but if not then like a 4-5 ish haha,0
 cuz she is a fucking diva :D,0
 im pretty fucking skilled then :D,0
 when did you ever hear that? haha.i dont even talk to matt.,0
 not at the moment haha. to be honest im current under quite a bit of stress,0
 single!!!!!! gabe saporta has my heart at the moment ( he is the lead singer of cobra starship if you didnt know),0
 maybe :P,0
 my cousins toys and my blanket,0
 ive achieved alot but recently is surviving my first year of college :D,0
 ummmm idk haha,0
 alrighty !,0
 guilty pleasure by cobra starship :D fangs up! <3,0
 wtf?,0
 hip hop and r;b. anything on 102.7 and 97.1,0
 yes we are! latinos are the smexiest ones alive! :],0
 controversial issue,0
 why thank you! my inbox enjoyed getting butt raped by you :D,0
 3315,0
 used to be a whole hell of a lot but now not so much.,0
 chest and arms haha,0
 purple :P,0
 least? someone that got mad  hurt  or upset because of me,0
 umm my 18th? went to dland and bought things that 18+ can buy haha,0
 i try to take shorter showers to save water  and recycle soda cans and plastic bottles :D,0
 lol nice question :],0
 i dgaf,0
 im always smiling haha :P but if im not  usually someone i know makes me smile. or i just think happy thoughts :P,0
 idk lol,0
 idk haha,0
 depends :P,0
 it bounces off the immovable object  :P,0
 you electricute yourself lol,0
 to the corner of it and cry :D,0
 synonym book :P,0
 when im telling someone how i feel is so damn tough.,0
 pictures pictures and more pictures,0
 idk lol,0
 eyes :p,0
 get him to the greek :] fucking hilarious :],0
 news with katie couric,0
 all time? i have no idea. but i love comedy movies so i watch them pretty often,0
 favorite? umm hip hop and r;b basically 102.7 kiis fm and 97.1 amp radio are the only stations i listen to :D,0
 movie night! or beach or what ever as long i am with friends :D,0
 lol ummm idk i like alot of them :D,0
 running into a glass window in a mall :P,0
 i guess my personality?,0
 idgaf,0
 it has to be the 3oh!3 and cobra starship with guests travie mccoy and i fight dragons concert :D Gabe Saporta is my new love! :D,0
 a magazine,0
 facebook and you tube :D,0
 watching bloopers or a movie :],0
 no fucking clue,0
 telling someone that you dont love them back. ive had to do it and it is so tough to say.,0
 no. lame.,0
 i have no clue,0
 umm idk haha theres a lot of them that i say alot lol.,0
 idk haha :P it probably is el torito  at least thats what i can think of lol,0
 the type of tomato used :P,0
 ew,0
 on top of your head ;D jk lol not answering this,0
 yes.,0
 tonight,0
 tonight :] walking to the car,0
 ;] hehe haha we already have conversations,0
 holy fuck  with anyone else that arent family ummm its been a while since ive fought with any body lol,0
 damn i look like shit haha :D,0
 maybe if you wanna be positive lol,0
 anywhere actually. i can always find a way to have fun,0
 i honestly see myself in school  maybe working a part time job or what not. :D,0
 idk haha,0
 its been a while since ive gone to my actual thinking place alone but disneyland. any other time i use a temporary thinking place my bed.,0
 idk haha,0
 summer,0
 umm usually right one but it can switch,0
 ummm none because im not that kind of person haha,0
 true love with heartbreak. its better to be loved then not at all.,0
 idgaf,0
 sheldon is my most favorite:] but i love them all :] ummm out of the boys? i think im most like leonard haha :],0
 kelly:],0
 my best friend. my enemy.,0
 maybe latin is the language of the wizards :P,0
 idk lol,0
 hahah idk,0
 idk these are lame questions lol,0
 guys are dicks and think with them too!,0
 huh?,0
 cuz its respectful to do so.,0
 thats life! why do you park in the driveway and drive on the parkway? hmmm?,0
 idk i do that too,0
 heads up to look then duck down :P,0
 cuz it rhymed for the song :P,0
 cuz they are cool like that,0
 they are A PART of a community of places to live :],0
 its probably just a saying that someone made up and everyone decided to follow it lol,0
 the tune of it puts the baby to sleep,0
 cuz the english language is fucked up,0
 cuz thats how God wanted it to be :P,0
 he got them from a fucking chicken,0
 blue is the color of water and sky :P,0
 cuz i havent thought of any lol,0
 because the english language is cool like that :D,0
 cuz it pisses you OFF in the morning hehe :P,0
 idfk lol,0
 some people laugh when they hit it including thier friends :D,0
 cuz thats just how it is lol,0
 idk ask the people who made the emergency whatever it is haha,0
 because he makes you broke! :P,0
 cuz God wanted it to be blue :P,0
 for the stupid people lol,0
 cuz i dont do those things haha,0
 because it has been used same as when you go to a hair salon the towel they used to dry off your hair is thrown into the used pile to be washed :D,0
 yes.,0
 tv :p,0
 worst? ive gotten stitches on my big toe from glass(long ass story) and on my chin ( also long story). but no bones broken!,0
 no. that would suck.,0
 possibly if it came to that decision,0
 sleep late for sure :D then i could party all night long :P,0
 without a change of clothes because then i would just wash everything while i bathe :],0
 a price? haha noooo you better not be blackmailing me haha. actually i dont really care if you say or not. just this other person asking is pussy by asking me anonymously lol,0
 one with cancer research for both kids and adults,0
 free? well then probably stars on my shoulders or a heart on my ankle :],0
 wow ummm sandra bullock and gabe saporta from cobra starship :P,0
 one fone call? my gma.,0
 el torito salsa ;chips  byblos kafta sandwich  mcdonalds  and spicy hot soup:] oh and hot cheetos puffs:],0
 love cuz with love comes trust in one another,0
 why not both?,0
 laptop :],0
 yay! everything is trippy and im in my own lil world :P,0
 toucan  ladybug or caterpiller  and an elephant or giraffe:],0
 awww movie celeb? zac efron :D,0
 ooo music? gabe saporta! from cobra starship or bruno mars or travie mccoy :D those are my loves currently :D,0
 omg its a ufo! track it down!! :] oh wait its just a balloon :[,0
 deaf since im already halfway there:P,0
 hmm thats hard. cant i do both :P,0
 im working towards it :P audiologist!,0
 ummm either my laptop because that holds my pictures or a few of my precious moments figurines because some have meanings that are close to my heart :D,0
 Hahaha  Oh Bethy.. (: I wanna be on you too 'Ron' (;,0
 Hm  well I'm not positive ; it would be really gay to say a name and be wrongg. How 'bout'cha just message or text me? Ha (:,0
 Hahaha  (: (: I love Mikaylaaaaa,0
 fo sho hoe (;,0
 Haha?,0
 Haha  Hannah Of courseee I do LIttle Missy (:r I miss you sweetie  when are we gonna kick it? r :),0
 Yeuuuh,0
 What the fuck what? Haha (:,0
 Haha  uhh 'stuff' duhh (:,0
 Yes of course haha.,0
 Either is fine haha,0
 haha  eddie or ashley? I dono this one.,0
 Um  yep.,0
 Yuh just asked that..r Mhm.,0
 Shitt! Bethany! This is a toughie.. I think Pizza Rolls accually wins this onee (; Or Ramen and Kool-Aid haha.,0
 I've only snuck outta my dad's once  it's reallyyy far out and no one wants to come get me here. But that was with Jake Petro  soo yeah I guess you could say I havee but not regularly,0
 Naaah. Well maybee? I made one last Summer to see if it was cool.. it,0
 I live with my daddyyy :) My moms too much to handle. I moved out a year ago  and a couple of monthes ago she moved to Kennewick. Soo I visit her sometimes. I'm supposed to go soon (:,0
 i don't know. who's this?,0
 Yes I do know. It's not somthing I do often. That was accually the last time I did. I don see why what I do is any of your business to be judging though.,0
 Nope.//,0
 Haha  yah agreed man! r Fuckin' weird  but if that's what people wanna knowww... haha (:r Kaay  I dunno she's bipolar and I juts don't like being around her. Soo I live with my dad ; step mommm :),0
 Ayeee! (:,0
 Hello (:r Has it?r I'm sure I miss you too   buut who's this? haha (:,0
 Hm  wellll maybee 'cause I don't know who this iss? haha.r Start leaving your namess! r Message or text me  mkayy?,0
 Uhm  it's pretty fucking hard.r I put my face in front of the lens  smile  push the button r And that's how it goes :),0
 Hm   idkk haha just message me.r Not to fuck me lol but I wanna know who this is (:,0
 Ha  alright thass cool.r I guess I like 'em too ha...?,0
 What the fuck? r Ugh  my phone is messed soo you should just send me a Myspace message  mmk?,0
 Hollywood Undead (: with Miki; My mom was supposed to take uss  but It didn't work out :/,0
 I believe i already answered a question pretty similar to this? Haha   read below yoo (:,0
 Dead? Pshh  no way.r I'd go everywhereeeeee with Ashley  Miki  Jensen  Eddie  ; Erikk (:r Fuuuck yeah dude :),0
 What the fuck?r Uhhh  I donoo cereal?,0
 Haha  who's thiiiss?,0
 Ha what's witht the 'girl'.r Haaa  I knoww it just sounded like I was saying message me to fuck lol. Anyway uh nooo  I wanna knwo who this is (:,0
 Noppee! Perfectly leagal  (:,0
 Ha  John yur dumbb (;r <3 yu though kidd,0
 Brandon? You're crazy man! I was into you for like two seconds haha don't tell me you love me wtf??  Ha uhmm? Laterr,0
 Optimist ice cream   without a doubtt man (; hahahaha,0
 That's not a questionnn but thanks ha (:,0
 I don't smoke pot. And i still drink but I havn't been reallyy drunk since this one night at Kain's.,0
 Hm  I'm pretty sure it was Jensen's birthday at Kain's haha  there was puke EVERYWHERE. None was minee though (:,0
 Ha  didn't think of thaat (; thanks.,0
 Uhhh  the US?,0
 I'm a Freshmannnn at Billings Senior Highhh (:(:r Class of twenty.thriteen motherfucker :D,0
 Haha  no doubtt.r Alright text me hun   you've got my number (:,0
 Because it makes me forget a lot.,0
 Uhm; My eyess!r They're pretttyyy bluee [:r Hey  just 'cause everyone else hates themselves doesn't mean I have tooo :),0
 What the fuck? Uhhh..I dunno I don't really have to do muchh. I just do whatever Suz wants me too. I don't realy like sweeping 'cause I can't see without my glasses I guess?,0
 Ha  accually I can't drive :/ sooo no shit in my truck buddyy,0
 Huh? Uhh  chillin' at Miikiii's (:,0
 You need to tone it downr -Ashley Hughesr Haha  she knowss what she's talking about (;,0
 Ha  why couldn't you have just made that onee question?r Hmm  probably don't worry about it it'll all be fine  just hit itr Hahaha (; thaanksss man,0
 Montana... ha. Yeah yuckk,0
 Free money?,0
 That would be American Idol  fer shuur.,0
 We're here to fuck shit up. Of courseee man (:,0
 That would be Summer  duhh :),0
 Uhh I'm not really sure  but noww I know I wanna go to UCLA with Miss Ashley Hughes and be a Dentist yo (:,0
 hahaha  ashley you're dumb (;,0
 Haha  you fuckers are weirdd.I love those hotties lol (;,1
 jez-us.,0
 Uhhhh? I have nooo idea dude (:,0
 Hmm  I'm not suure. r Haha  probably my sisterrr :) r It's the genes ;D,0
 Well Hollywood Undead is my favorite bandd but if I had taa pick onee person it would be Tech N9ne--Aaron Yates yoo :),0
 I've got a feww (:r -Ashley Hughesr -Mikayla Torgrimsonr -Jensen Grahamr -Morgan Heggr -Bethany Davisr And Eddie Corcoran  -ish ha (:,0
 'Cause that's how I fucking put it   (: mmmmmhmmm,0
 I'm not sure. 'Cause I hang with people who doo maybe?r Yeah  fer real.r Thanks yo',0
 Ooo... that's a toughie :/r Jensen?,0
 Haha uhmm  Maleghia is the only person I know that's back in townnn.  Buuut were definetly not married ha(: I only married Steve-o but were devorcedd haha(: Sooo who's thisss?,0
 Katie or whatever? Ha nopeee? I dunno herrr. She's a friend of my friend bethany though so I'm sure she's chill  (:,0
 I suuur,0
 Haha (: you mean cause it's of me and miki?r When I take yur camera home i'll make it the one of the trio (:r Haa  I wonder who that could be  eddie? nahh charles! lol jk (;r I love you two! :D,0
 Things don't change  people don't change. People only grow distant from eachother which happens a lot. I'm in highschool and I only care for a few people  I'm not really worried about anything else to be honest. So sorry if you don't really appreciate that.,0
 YEAH  YEAH I AM MATT MOSES.,0
 Haha oh Kevin.,0
 Hhaha hi :),0
 i r good. it's spaghetti night in my household. how you doing supkev from the internet?,0
 I <3 you too. I miss you too. Yeah :),0
 A whole buncha drama went down because of Kennedy's girlfriend Gabi  it's chill now.,0
 Right on.,0
 Haha  who is this?,0
 Not anymore ;),0
 oh lewk it's me  lil danica,0
 o o nice. keep up the good work champ.,0
 Haha  there's been a few of those but yes  I probably do remember :),0
 Thank youuu :),0
 Those hit clip things. Those were pretty rad. I was like 10. Haha.,0
 I've lost a lot of friends  I don't think it's really regret  just learning who's going to screw you over in the long run.,0
 Right now  baseball.,0
 I don't have an atrocious taste in music  I just like everything.,0
 hahaha fasho so wasup lol:),0
 oh hahaha why nuttin lol:),0
 hahaha oh lol:),0
 hehe yup i know im home alone lol:),0
 i know but it kool i least im makin money hehe lol:),0
 haha really so wat chu think of lol:),0
 sup  damn there three of you lol:),0
 hahaha oh nuttin just here hella bored as well lol:),0
 hahha yes i was bein a lazy ass lol:),0
 awww thank sexy:),0
 huh you did oh maybe if i do for every questions i send you or how many question i send u i would like to get the same cuz it got two be fare or else it not gonna happen hahaha lol:),0
 hmmm how can i remember wat i did inmy past hehe lol well i had got a fake id before ; whent two used it in vegas ; it so work hehe lol won some cash ; it was hella dope lol:) hmmmm at the lifeguard room at the beach late at nite time lol:),0
 :(,0
 me going to a party ; yew:),0
 oh really i told you my age go look at your inbox haha:)  you mean by that:),0
 I'm posted on the corner  twistin that good I got that all blue bandana on i'm  keepin it hood.,0
 your cute hehe:),0
 ok,0
 wat do yew mean by the way you look on that pic your really cute:),0
 awww thank you sweetie your cute yourself:),0
 lol fasho:),0
 huh?,0
 wat is this hahah lol naw maybe lol:),0
 ummm maybe i might lol:),0
 fasho if i do will you do the same:),0
 hehe yes i do wanna add me:)www.myspace.com/_savage_life,0
 ur welcome ; it Shady so wasup:),0
 haha yup that me lol>33333,0
 hmmm nope my shade are so different hehe lol:),0
 oh wat i would freak haha but who are you tho:) ; see you like that lol so damn you do that just you please yourself lol:),0
 hehe you hehe lmfao:) your fine:),0
 awww why are you hone lone for:)r im home alone to hehe:),0
 hahaha i know rite:) lol cuz she want me all two herself lmfao im just kidding:) your lookin two good for me two have lol:),0
 i like both lol:),0
 awww thanks you:),0
 sup:),0
 oh that blow you should of went some where to:),0
 doesnt matter:),0
 wasup hehe your cute yourself:),0
 awwww thank yew but your the cutiee:]<3,0
 awww thank yew but idk if im am:) but your so hot hehe:),0
 awww why thank yew but your realy fine hehe:),0
 awww your the cutie:),0
 hahaha yup ur rite anonymous lol:),0
 huh oh yea she does huh yup really nice legz>3333333,0
 thank you:) i try to be fresh every day:),0
 awww thank you your bomb:),0
 hehe you did awww that nice hehe lol:),0
 yea i did i ; i try to email you ; it fuckin with me like it wont let me email you yea pretty wried haha:) well it would be cool if you email me so i can reply back:),0
 hellyea i do:),0
 but we are friends already haha so funny:) would you write me back:),0
 hahaha yup it kind of did lol:),0
 hellyea i do:),0
 hmmm once in a while:),0
 yup yup i do:),0
 hmmm nope:),0
 haha nope:),0
 yes i do hehe but im not good at it lol:),0
 yup i do hehe it gbcuz21:),0
 not really but i got like some old pics:),0
 hmmm yup it alrite:),0
 hmmm haha maybe lol:),0
 hellyea he is haha that why he got bagg on by a lot of rappers lol:),0
 hmmmmm nope i dont share my clotes with nobody lol:),0
 haha nope lol:),0
 huh wat chu mean>333,0
 why thank cutie:)r i like yours too:),0
 well good for you i rep west all day:),0
 oh i know they are bomb huh:) my name is shady wat yours:),0
 oh haha hmmm nope lol:),0
 haha yes i did once lol:),0
 ewww ; yup hehe well i idk i think it was jail food for me if that counts:),0
 haha naw i dont haha really i never done never i let a girl do it two me before that was it:),0
 fasho wat yours:),0
 huh lol:),0
 my favs is purple lol?,0
 my favs now is techno lol:),0
 huh:),0
 hahahaha yup yup:),0
 hmmm garfeild i guess lol:),0
 huh ur cute silly u didnt even told me ur name lol.33333333,0
 hahaha really wat chu think:),0
 shit i dont even know hahaha lol:),0
 oh fasho cutie im shady nice to meet you:),0
 hehe yes you are:) my name is shady sweetie ; yours:),0
 yea i just two nice to a girl lol>333333333,0
 i know rite they need to get a life haha but it kool:) i dont let it get to me:),0
 we could talk on myspace:),0
 hmmmm nope lol:),0
 hahaha yup yup ; thank you for sending me questions:),0
 haha huh wat that for:),0
 nope never lol:),0
 nope,0
 yup hehe but i lost it hehe lol:),0
 yup a lot of times haha lol:),0
 haha up one person:),0
 oh nice me i was eatin n takin care of my neice>33333333,0
 hehe your welcome so your into girls huh:),0
 hehe yup yup i feel you:),0
 fasho but i dont got a cell yet:),0
 sup lol:),0
 hi wasup:),0
 holla bontia(:,0
 well hello ;),0
 hi(:,0
 holla:),0
 oh hello sweetie:) my name is shady hehe nice to meet you to:),0
 hi wasup:),0
 holla:),0
 sup lol>3333,0
 wasup:),0
 yea i do:)you want it:),0
 thanks ma?,0
 hi sweetie:),0
 hellyea let talk:),0
 oh haha really that guy is two funny:) ; wat really i dont believe that lol:),0
 hey wasup:),0
 hello there:),0
 wasup lol:),0
 hello there cuteness lol:),0
 wasup:),0
 nuttin much wat good with you sweetie:),0
 in Cali silly but i move to texas now:),0
 wasup?,0
 sup?,0
 wasup chula who ever you are:),0
 hi cutie<3,0
 sup mamacita:),0
 sup wat funny lol:),0
 holla bontia:),0
 hi cutie:),0
 hi beautiful:),0
 hello cutie:),0
 holla:),0
 kool that wasup:) so wat is your name cutie:),0
 wasup?,0
 im doing good ; yourself:),0
 someone send me a Invite on my email lol:),0
 hmmm idk i didnt check haha lol:) i guess like a 1000:),0
 everyday haha lol:),0
 old enough haha:),0
 haha two old for you lmfao:),0
 haha i dont remeber but i saw a cutie n started to follow u lol>33333333,0
 who send me this that bomb:),0
 im not gonna check this shit out anyways:),0
 huh wat wtf is that lol:),0
 huh hmmmm maybe lol:),0
 hmmmmm ok fasho i tell you on ur page lol:),0
 naw i wont:),0
 huh wat is this i take a look tho lol>33333,0
 huh wat that lol,0
 huh lmfao:),0
 you told me why the sad gface wat chu mean lol:),0
 awww really why is that:) do you got any other sites:) ; how old are you:),0
 ehehe lol:) so you should add me on other sites wat do you have:),0
 hahaha i know so how you find me lol:),0
 thank you:)  i like yours too:),0
 awwww thanks yup it tight huh lol:),0
 oh haha my dick  like 7 to 8 inches long:) u can suck it,1
 hehehe fasho:),0
 hahaha wat you suck cock  so you have a gf:),0
 hehe you do:)so you got a email we can talk:),0
 ohy hahahaha really lol:),0
 oh fasho that kool dude:) how is Sacramento is it nice anything to do out there:) im from southern Cali like LA:),0
 ok fasho:) haha:),0
 oh hahaha really ur funny lol:),0
 someone has my kidd n i pay every month two see him:),0
 idk stop being so damn nice:),0
 i would go with the fine is gurl ever hehe alive:),0
 idk a really beautiful girl lol:),0
 it hella fresh huh lol:),0
 awwwww that really sweet of you i like that in a girl hehe lol:),0
 a sweet dream ; a beautiful nightmare that would be hot hehe:),0
 haha idk the ones they play on the radio over ; over i hate it:),0
 hmmm yes:),0
 haha naw i cant lol:),0
 hmmm nope haha can you lol:),0
 hmmm nope lol:),0
 fasho:),0
 hahahaa haha Kissss Kissss :-* i guess lol:),0
 oh fasho damn sorry i took a long as time to answer haha lol:),0
 stitch he the cool kat lol:),0
 hahaha i am kool lol;),0
 huh tell u wat lol:),0
 haha ur just to cute ma so wat chu doing>33333333,0
 awww thank you ; yes i did but i still feel like shit:),0
 oh really:),0
 oh fasho that kool:),0
 oh hehe wat that kool me just posted a lil bored rite now im gonna take a cold shower lol:),0
 fasho:),0
 lol i just told u lol:),0
 hahaha i know it was ; i got kickout becuz i was dancing ; one of tho rent a cop pulled me to the side ; he said i dont like you ; i told him fuck you so he kick me out hehe:),0
 haha yup yup?,0
 i been good ; you:),0
 hahahahahaha you heard that a lot that why i dont used the radio anymore i go online to heard music i like:),0
 wat song haha lol:),0
 oh hehe but you should just add me im on my ipod:),0
 u want to add me lol:),0
 oh why do you hate your name for sweetie:),0
 hmmm smoke weed all day  pour out a little Liquor str8 Ballin ; i name one more i like Live ; die in LA lol:),0
 huh idk hehe:),0
 hmmmmm idk none haha:),0
 99 Problem  Dirt Off Your Shoulder  Girls  Girls  Girls:),0
 hmmm 3 peat  wall in  weezy Ambitions:),0
 hahaha damn you send me 9 of the same questons haha lol:),0
 well you is one hehe ; twon is idk who three is idk also:),0
 Get You Wet  Grind On Me  On The Hotline:),0
 hmmm idk sorry:),0
 thanks that was my crew slutjunkies lol:),0
 hehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehe yup:),0
 oh fasho:),0
 oh nice me just posted hella tried from work lol:),0
 oh fasho me just listen to some music ; write the sexy parts tee hee:),0
 hehehe nice to meet you too nice name:),0
 huh ok will do lol:),0
 oh shit idk yet:) watever come up:),0
 awwww sorry im gonna change that soon so add me then here:) www.myspace.com/_savage_life,0
 hehehe yea it kool so wasup with you:),0
 oh hahaha it did lol:),0
 hehe from the 909:),0
 huh,0
 hahaha if you say so i got game on sports:),0
 hmmmm hehe really well i just send you a email lol:) i said wasup sexi lol:),0
 yes you can know hehe i went to a club last nite ; i was really drunk before i got there:),0
 awww really i know you were lookin sexy hehe:),0
 hmmmm play pro soccer lol>333,0
 hahaha why you askk you something:)she look ok:),0
 big like how tall or big like in buff:),0
 hmmm not really she alrite:),0
 nope i am very nice or funny when im drunk haha lol:),0
 haha naw lol:),0
 fasho lol:),0
 huh fasho lol,0
 i did already lol:),0
 a 8.5,0
 hahaha yea it kool so:) i guess im gonna comment you:),0
 hahahaha really hmmm i donk think they are lol:),0
 hahahahahaha you heard that a lot that why i dont used the radio anymore i go online to heard music i like:),0
 hehe really your name is cute:),0
 naw that not me hehe that just a image i did:) im a dude:),0
 yes i am are you:),0
 wat crackin then:),0
 i stay in Cali for now:),0
 naw i dont rep 512 i just been in that area ; still come back i rep 909:),0
 oh really that nice so how was the lake:),0
 oh haha really i digg puerto rikan chicks so sexi:),0
 im not creeping her hater lol:),0
 wasuuuuuuuuuppppppppppppppp>33,0
 huh show me then:),0
 your welcome:),0
 your welcome sweetie:) i just be busy:),0
 oh fasho haha:),0
 your welcome:) nice name:),0
 your welcome beautiful:)r so did yew love it:),0
 haha my nick name silly lol:),0
 lol my name is SHady ; your cutie>33333333,0
 thanks but it still hard to find a girl there dayz>333333,0
 oh hahaha really well it good enough for me lol:),0
 yup yup:),0
 the sky is the limit hehe awww why are yew bored:),0
 it doesnt matter i like both hehe:),0
 your welcome ; thank you i meet you on myspace if you remember:),0
 aim on wat aol or some thing if you mean that then naw i dont sorry i got other site tho if you want them?,0
 haha hmmmm no hahahaha just kidding i do it Ben lol:),0
 yea you want to add me  here add me if you want to:)   www.myspace.com/_savage_life,0
 huh really that look like a fake pic hahaha lol:),0
 hehe really just like that damn:),0
 oh hehe well you should know my name it shady:),0
 all it is haha damn ok i will:),0
 awww thank but your cute yourself:),0
 hehe fasho know one has ever told me so many question as once haha:),0
 are you sayin im a virgin nope i lost it when i was 13 lol:),0
 hahahahaha yup i know lol:),0
 my fav is soccer:),0
 haha idk lol:),0
 ewwww haha freaks lol:),0
 hmmm i think some tip money cuz i was broke haha lol:),0
 hmmmm i think crazy ; beautiful was a hawt video lol:),0
 idk really idk haha lol:),0
 hehe beefy as in like a fight or food:),0
 huh the back round is wat chu mean rite:),0
 i eat dinner at 6 7 or 8  hehe lol:),0
 oh haha the dishes lol:),0
 huh wat chu mean by that i dont get it haha lol:),0
 oh that very cute name:),0
 holla bontia:),0
 wasup gorgeous>3333333,0
 wasup:),0
 oh haha i did send you any question sorry:),0
 my name is shady n ur lol:),0
 shit idk but i wouldnt eat anything old hahaha:),0
 oh haha yea i know that now:),0
 no i log off why you wanna talk to me on there:),0
 awww we your really cute yourself:),0
 oh haha sorry i a slow as dude lol:) there dark brown lol?,0
 hmmm when i was in Vegas making that big money like 3 000 a week i miss tho dayz lol:),0
 huh idk sorry im not smart:),0
 i like any kind of girl as long as cool sweet with a nice personality or at least i could get alone with her  girl that understand me im  but she got to be lookin good for me two so i could be happy for wat i got lol>33333333,0
 huh wat shade is ur eyes wat chu mean bout that lol?,0
 oh hehe idk take sumthing from her that she used is the most or love the most of her stuff that would i take from her haha:),0
 a car,0
 just chillen jamin to my song ; you:),0
 im from the west IE ; you:) wat the not my name haha:),0
 hmmmm i like a lot of cars but my best n dopest car i have was a lexis 2006 lol:),0
 hmmm got to have style of course lookin gorgeous n she will get watever she want from me lol:),0
 hmmmm i like a lot so i name some i am a big time Lakers fan lol:) soccer mexico im go for them in the world cup lol:),0
 you should add me silly my first link it my myspace:),0
 haha shit i dont even know lol>33333333333,0
 i got both if you want both well i dont really go on my face book:) well this is my myspace:) www.myspace.com/_savage_life,0
 my name is shady n you lol:),0
 oh fasho:),0
 wasup:),0
 wasup with you hehe:),0
 ummm christmas cuz i went two buy everyone something nice for my family:),0
 i be havin this back round image for a long time:),0
 rite now im in San Bernardino:)r IM going back to Austin TX:)r wat bout chu sweetie:),0
 im from cali I.E. mamacita lol:),0
 wat are you talkin about:),0
 who am i well a nice dude hehe lol who are you lol:),0
 hmmm idk dont really care about that:),0
 my is stweie:),0
 i dont a fovorite so idk,0
 idk really like i never watch the show before haha:) wat bout chu:),0
 haha im am shady wasup cutie lol?,0
 shit idk know but i thinkin some girl do like that:) it just the way of life:) why you like that:),0
 i dont call my self shady i got that name when i was 12 cuz i was always shady with all my stuff  thing that i own or buy never wanted to share so my friend said you is shady even my cousins said i was a shady person so the name stuck with me so yea that my name:),0
 haha that was the sad face lol:),0
 huh idk cuz it a question box lol!!,0
 haha fasho:),0
 hmmm maybe haha well i do im gonna have some gum ; mints before i kiss:),0
 hahaha yeah i know i want to but there was to many cops:),0
 i know i wanted to tho fuck that rent a cop:),0
 oh haha really is that rite:),0
 ahah i know rite,0
 wasup wasup your cute:),0
 wasup:),0
 wasup with it:),0
