posts,label
"do you know what region your last name comes from? (also, does your last name sound obviously Irish, or German, or whatever?) ",0
korea! it's an extremely common korean last name aha...... peasant name lmao,0
thick thighs or nice eyes? star gazing or hell raising? rain drops or candy shops? sandy beaches or juicy peaches? hot summer nights or crisp autumn frights? ,0
"nice eyes, eyes are kind of like the window to your soul, right? and star gazing, candy shops, peaches, summer nights! thinking about these warms my heart, i want to rest and do these with someone i treasure soon ,, i am a very stressed muffin rn",0
"Donald Trump is our president now, we all have to respect him. ",0
"blind respect to people who are in power is dangerous. presidents aren't free from criticism (especially when their views stem from fear-mongering and misinformation) they weren't chosen by some objective all-knowing beings, they were chosen by the electoral college. who the hell is ""we"" ?? because this country spoke and ""we"" wanted hillary clinton lol. plus where did donald respect marginalized groups of people? why would you follow this logic when donald himself didn't respect obama's presidency?",0
what are your favorite smells? ,0
warm milk? i think that's it i really hate scents or smelling things strongly. idk i think i have a sensitive nose because most things smell too strong for me and it irritates the hell out of me hhhh...... i'm sure there's a scent i'm not thinking of and it honestly depends on my mood too aha,0
Compliment: you take shit from nobody on here so that's A+ ,0
ahhh thank u so much!!,0
Would you say your first time ever having sex was lousy? ,1
"i'm a minor and ""sexual"" questions make me really uncomfortable and more often than not gives me a bad reaction so please don't send me questions like this.",0
"you truly believe that the right, moral thing to do isn't the legal thing. are you more likely do the lawful thing or the right thing? ",0
"i wanna say lawful thing but Realistically speaking, i'm very paranoid of anything law related,,,,, if i can do the lawful thing without like..... dying?? then i'd go with lawful lmao",0
to what extent are you willing to give comedians a pass to joke abt offensive topics? what makes a joke go too far? ,0
"i think people can be funny without being offensive? like obviously not like,,, someone making a joke about carrots and someone getting offended (i'm bad at examples) but if it's ""universally"" an offensive or shitty thing to do, then i don't thinkthey should joke about it, period. just my opinion though lmao but also it's easy to joke w/o hurting others so!",0
You're a smol bean aw can we be friends I love your music taste ahh ,0
aw omg ofc we can be friends!! n can smOl bean be my name now ahaha,0
HI I NOTICED THAT YOU LOVE IN LOVE WITH A GHOST TOO AND SO DO I AND I JUST WANTED TO SAY HI BECAUSE I DON'T KNOW ANYONE ELSE THAT LIKES THEM :) ,0
omg hi!!!! oh my gosh ur so cute???,0
are you old enough to get tattoos? do you think you'll ever get any tattoos? ,0
"nope, but yes!! i'm indecisive when it comes to this stuff though, idk if i'll ever get one because i'm never sure about the placement. i want the spn anti-possession tattoo on my chest (that's the only one i'm sure of) and i want,, a lot of simpler designs!! like flowers,, i want a full sleeve someday!!!! also there's this tattoo artist that i really like the style of, i don't remember their name, but they make really good portraits of people, i'd want portraits of ppl from them!! n probably just a lot of supernatural tattoos because the show means a lot to me lmao",0
"I am a babysitter. Is it wrong for me to breastfeed the baby? I do not lactate, but it makes him stop crying ",0
bye why can't i get actual questions you guys are weirdos as cunt lmao,1
hi it's yo gurl C how ya Doin' :) ,0
"oh my goD hi i love you!!!! i just sent you something lmao i'm sorry i'm literally.... so bad at keeping in contact but ilysm and you're always in my thoughts, i hope you had a good month and that 2017 is treating u well so far!!! (if not i'm always here if u need someone to talk to or someone to send u memes n animal pictures if u don't want to talk about anything) i miss u so much too i don't remember the last time i saw you :( ahh also i was literally just thinking about you when u came on here!!!! i miss u!!!!!!! i know i always say it but i mean it i miss u",0
"in school, how what was the sex ed program like? would you say it was decent? ",0
"i don't rly remember but i do remember we watched a video of someone who had a std which is fine if they spread more education about it and erasing the stigma that comes along with it, but it was one of those ""choose abstinence!!! if you contract an std your life will be over!!"" and i'm not rly okay with using fear-mongering in sex ed,,,, i don't think children will benefit from that at all lmao",0
respond to this w four things that make you happy! ,0
"mashed potatoes and soup!! my teeth are giving me Hell so i can't eat anything else atm,,, also good books always make me happy. and supernatural!!",0
"what's your opinion on ""protest votes?"" ",0
"i don't really understand that? because i don't think we really have any real power with voting and protest voting won't really do anything?? like, if you're protest voting because you think that if enough people do it, then 3rd party candidates can actually be recognized, or that protest voting will change anything about the 2 party system that america is running on then...... yeah waste of time lmao but i don't think voting (on the presidential level) does anything so,, idrc what people do w/ their votes aha",0
spam  are there topics you feel strongly about that arent talked about enough? use this to educate me!!! ,0
"there's so much, i don't know where to start omg (i'm sorry in advance because i rambled on so much)",0
spam  what do you think of #croptopday? is the dress code truly sexist? is there a line between sexism and professionalism? ,0
the most non-inclusive attempt at ~activism~ lmao,0
Anger: Do you have a hard time controlling your anger? What do you do to bring yourself down in an angering situation? ,0
"yes - and i don't tbh, i usually just throw things and punch something hard or throw myself around the vicinity lmao *but* if i was in public i'd just cry and semi-scream or get mad/yell at people i'm a mess either way :_)",0
have you ever punched someone in the face? ,0
wait i'm re-answering bc i worded it like i beat up some random person for no reason LOL but it was self-defense? idk i was really young so i don't really remember but i was really scared and over time i began to react to fear by pretending i wasn't scared lmao but i don't want to go down Memory Lane tonight sO,0
wtf is wrong with people and scary clown pranks?????? thoughts? ,0
"tbh i don't like pranks like that at all ? like when you genuinely don't know how certain people will be affected, y'know?",0
Have you ever been catfished? You Been a whore? ,0
"noo but i've known ppl who have been catfished smh i don't understand why you would do that ,, and their other friend was catfishing them lmao it was a weird",0
what's your favorite Beatles song? ,0
omg i don't know much about the beatles either except their song hey jude.... so i'll go with that!!! aha,0
did you support the supreme court's ruling to make same sex marriage legal in every state? ,0
"ahh it's good, makes me very hap but i think it's important to realize we still need to fight for our rights in other ways ~",0
"what kind of music do you listen to? name some of your favorite artists, if you'd like! ",0
piano bgs and covers!! they aren't necessarily artists but i love reynah and kyle landry atm lmao they're good music to study to ~,0
"If you were handcuffed to your best friend for a day, what would you expect? Also, would you be annoyed? ",0
i'd be so agitated like i don't think i could handle being that close to someone for 24 hours omg ah but we'd probably watch netflix or sleep so i can try to ignore the fact that we're forced to be in such close proximity of each other tBH,0
are there any sit down chain restaurants that are actually pretty good? ,0
does subway count omg i don't really eat out anymore because i'm sick of fast foods smh. wait i lied i love panda express!!!! the Best Fake Chinese Food,0
I loved reading ur answers !! Did you like my questions ?? ,0
"omg aw i'm smiling so big rn i'm!! aw yes, they made me think and they were good questions 10/10 recommend ahh",0
Tips for ways to sleep? especially for those who think too much at night? ,0
i don't think i'm the best person to ask this!! everyone's needs are different uh maybe turn on a night light so your room is semi-dark or play music/a tv show in the background? read a book maybe aha whenever i read a book my eyes feel tired - drink something warm! these were probably useless oops but anyway maybe try to distract your mind with something else if you're thinking too much.. but maybe that'll make you think more..... okay yeah this probably doesn't help lmfao but i hope you find a way that helps you sleep better!! or find someone with better advice than me LOL,0
"What's your opinion on this #savemarinajoyce drama on Twitter? (If you don't know what I'm talking about, feel free to delete or use as a filler) ",0
"i mean, a lot of people already said a lot about this and i don't want to be repetitive but i just wanna say that it's extremely rude to exploit someone's personal life for drama and that it's not the responsibility of anyone online to try and ""help"" her - it's the job of people close to her and trained professionals. also people make me so !!! like ""look at the reflection of her eyes in this picture"" ""put this emoji in your bio if you need help!!"" lmao wyd",0
"ily all I wasn't actually threatening to unfollow someone! you don't have to convince me to follow you lovely people, you guys are all dope ",0
omg aw aha you're so sweet !!,0
why should I continue to follow you? what do you think makes your answers different from other people's? ,0
omg idk!!! you don't have to aha,0
PAP of you with makeup! You have really good makeup!!! ,0
i would but i'm super paranoid about posting my face on here anymore omg - but thank you aw aw i'm surprised because makeup isn't really my forte aw ily!!!!,0
"Do you follow politics? If not, why? ",0
i have news apps on my phone so it's fairly easy to know what's going on.. or at least in a general sense. but i don't follow politics as much as i used to lmao not sure why,0
Did you ever buy something so quick you didn't even think twice about the value of the object? Did you later on not really like having the item and regret buying it? ,0
litr everything i have ever bought lmao i never think about the price before buying. i kind of regret buying the adult coloring book but the black zara dress i recently bought is so beautiful i'm so happy. only material things truly make me feel happy,0
Do you think racial stereotyping can be positive and have a good effect? Why or why not? ,0
"re-answering bc my original answer came off as whiny lmao anyway no because nothing is ever good when you categorize an entire group of people into one box. even ""positive"" stereotypes such as ""all asians are smart"" are actually really toxic because it takes away from people's hard work because people think it's a ""given"" that someone has a certain talent because they're asian",0
wtf i love all of ur songs on soundcloud ,0
heh thanks sis,0
do you believe you can die of a broken heart? I do ,0
Yep,0
Any gay or lesbian people around? Over 21 please! . Are yoy gay or lesbian ,1
Nah,0
how to get your attention? ,0
Taco Bell,0
What should I eat when I'm sad? Your recipe? ,0
Your moms pussy,1
What is the best part of the  person that you love? ,0
His dick,1
is love to the grave old-fashioned? ,0
That shit aint real. u pussy,1
"Have you ever messed with a Ouija board? If so, did anything happen? If not, would you ever? ",0
Definitely not and no way. Too many freaky things go on with that crap that I'm not willing to deal with.,0
"If you could make one rule that everyone had to follow, what rule would you make? ",0
"When it comes to my child, no means no. My mother in law keeps trying to make me feed my one week old real food. ""As long as she doesn't get eggs or peanut butter she will be fine. How would you feel on only milk?"" It annoys the crap out of me.",0
What is the most dangerous thing you have ever done? ,0
Plugged a dryer up to the wall not thinking without hooking the wires up first and the ground and hot touched when they were sitting on my leg. Sparks flew everywhere off my leg and it kicked the breaker. Honestly I'm lucky I didn't die or leave a worse mark then it did.,0
Do you prefer to ask questions or answer them? ,0
Answer. I suck at coming up with questions,0
How do you approach a difficult task? ,0
Honestly I suck at this. I stress and stress about it. But once I calm down I try to break it down,0
Do you have phobias? ,0
Cotton balls and nail filers. I also have a huge phobia of driving over bridges.,0
What business or company do you wish you owned? ,0
Taco Bell,0
LMAO my bf always picks me up over his shoulder and only thing i can reach is his stupid undies what should i do? ,0
"whenever my ex would pick me up, it'd be because his cousin and brother were fighting over me then kiss me. Or if we had to much distance he'd stop and I'd run up to him like in the notebook and he'd pick me up and spin me around  so idk aha. smack his butt or something.",0
Haha sometimes after i got my butt toasted i ran to my room and looked on my butt in the mirror to see how red it was! xD did you ever do that? Lmao ,1
no i had to bend over my bed.,0
What does nigga means? You black nigga ,1
depends.,0
You are allowed one beverage for the rest of your life. What would you choose? ,0
probably water since you'd die without it.,0
"I have a license to kill, fuck you !! ",1
Why are you writing all over my page with this,0
Who was the last person you fuck? ,1
Austin and Michael,0
Do you think people deserve a second chance? ,0
It depends on who you are and what you believe in honestly. Some people I believe do not but Jesus always gives us unlimited chances no matter what we have done in our lives.,0
Why  Chineses and niggers dont have acne? ,0
African Americans and I don't know?,0
Who was the last person of the opposite sex you talked to? ,0
Jacob,0
Do you have phobias? ,0
Cotton balls,0
Who was the last person you fuck? ,1
Camron,0
What was the last person you suck dick? ,1
Taco Bell,0
Who was the last person you had sex? ,1
Dom,0
Would you date yourself if you were someone else? ,0
Nah I'm a jerk aha,0
"If your plane was about to crash, who would you want sitting next to you? ",0
Jesus,0
hah pathetic how you jus go from one guy to the next ,0
How pathetic I'm single and that's the way it's staying. If this is Brad you don't know SHIT. Take your jealous pathetic ass somewhere else.,0
Whats the first thing youd do if you were the opposite sex for one day? ,0
Run around without a shirt,0
Do you believe sex should be a private thing or do you believe it's ok to kiss and tell? ,0
I believe sex is something beautiful between you and someone else. It should stay that way.,0
Do you think people are basically bad or basically good? ,0
People need to put it in their juice box and suck it.,0
Who was the last person you intercourse with? ,1
James,0
How would you like to celebrate your next birthday? ,0
With my gay best friend!,0
Who was the last person of the opposite sex you talked to? ,0
Ryan unless that anon is a guy then him.,0
Do you have any strange phobias? ,0
cotton balls and nail filers.,0
ohh today was exams :'( and my english exams is bad :// damn it ._. ,0
im sorrrry! I hate exams,0
Who was the last person of the opposite sex you talked to? ,0
Kota! Unless sending 1 message blowing up on someone counts then Bret.,0
Who has the biggest dick fucked by ? ,0
lol omg i dont know,0
Who was the last person of the opposite sex you talked to? ,0
Ryaan,0
What is your attitude to smoking? ,0
personally I dont like it or want to ever do it but if people wanna die and be stupid they can.,0
What is the one thing you regret doing or not doing the most in your life? ,0
sex and drugs,0
Do you agree that nobody goes through more shit in life than a person with a good heart? ,0
i know this answer well because i know my heart well. i agree. yes.,0
"Returning to an earlier question, if youve never broken up with a friend does that mean you dont call any of your exs friends? ",0
"no. tbh not fuckin w any of my exs rn except kyleigh and hailey. ky reached out recently and apologized for stuff, and i reciprocated. that takes balls. it doesnt take balls to talk behind my back and say i fucked ppl i didnt and that i said or did things i didnt. but its coo. happens w the best of us right.",0
"hey girls and guys are on different buses for track, right? ",0
"i would assume so. im not in track. the way the school system works, they separate boys in girls on most athletic team events in order to prevent the inevitable massive orgy on the bus. im glad they do, if they do. can you imagine what would happen if we let humans interact with each other as humans, rather than as boys and girls? itd be catastrophic. we might all realize that tearing up ass isnt the most important thing, that a higher body count only resembles how fractured you are, and that most humans arent decent people despite gender. dont flip it on me or twist my words though. 2 genders, 2 locker rooms, 2 simple, simple science. special cases arent yours to judge the verdict of.",0
What body piercings do you want ,0
My tits for now. I already have all the other ones I want,0
Whats the first thing youd do if you were the opposite sex for one day? ,0
Haha. I would not tell.  ^_^,0
Whats the first thing youd do if you were the opposite sex for one day? ,0
Show man how women should be treated. Just saying.  ^_^,0
What will you never do? ,0
Be an ass to people for no reason.  ^_^,0
You and your bf fuck a lot? ,1
Do you and your bf fuck a lot? ^_^,1
Did you have sex with Jaevin? ,1
Who wants to know? And why do you care?  ^_^,0
What was the last song you heard? ,0
Michael Jackson song haha.Or Justin Timberlake song. ^_^,0
How do you feel about snow? ,0
Heaven for the first few days and then hell when it starts melting lol,0
Who you going on a date with? ,0
Im single damn it :(,0
Should being gay be illegal? ,0
should being straight be illegal?,0
I have a huge crush on this hot guy and he has a gf what do i do ,0
stay in your lane and leave him alone lmao,0
what are you in the mood for? ,0
want to fuck your mom,1
Do you think that you are more good looking or more wise ? ? ,0
neither lmao,0
Who had sex with brother ,1
i want to  fucking kill you. You son of a whore.,1
What is the most embarrassing thing u have ever done? ,0
opened up lmao,0
What do you think is attractive about a school bus? ,0
wtf is wrong w y'all,0
What would you like to do with money? ,0
spend it lmao,0
Where do you shop the most? ,0
probably hot topic lmao,0
Are you good or bad at  pussy fuck? ,1
bad lmao,0
What do you guys thinking about staying a virgin till marriage? ,0
it's bullshit lmaoo,0
I would think you'd wany a big family since you have a lot of siblings ,0
i don't want any family because they're all assholes lmao the only person i need is myself,0
Have you ever liked someone & never told them? Why? ,0
"yes,, bc i thought they were straight or fear of rejection lmfao",0
What is your temper? ,0
fairly short lmao,0
you know so many people don't like you and they hate you ? ,1
because theyre closeminded lmao,0
what kind of device do u have ,0
iphone 6 but i'm currently rocking my acer laptop lmfao,0
who is nicer mom or dad ,0
you can  go and  fuck your mom and dad,1
have u done any art latly ,0
i dont really do art bc i suck at it :-(,0
If you could pack your bags and go on holiday to a destination of your choosing right now where would you choose?? ,0
far as fuck from here idc where i'm tired of everyone,0
what's the most memorable experience you had as pansexual? ,1
the time where i repeatedly shoved every pan i've ever owned in my ass,0
You havent lived until ,0
you've been pierced in a drunk dudes basement lmfao,1
On average how many drinks does it take on a typical night out before you start to feel your INNER HOE come out?? ,1
i don't get frisky when i drink and i don't slut shame so this question doesn't apply to me whatsoever,0
Why do you let people call you gay? ,1
i enjoy when people joke around with me lmao,0
How would you like to celebrate your next birthday? ,0
not crying all day due to a piece of shit,0
Would you rather explore outer space or the oceans? ,0
outer space omg ((connor has influenced me into becoming a full time alien)),0
What did you do on New Years Eve - go out & have it large or just have a quiet one at home?? ,0
i was at a party and took care of my brother while he was drunk and puking and kissed like 5 people lmfao,0
How was your Christmas? ,0
shitty :-),0
How was your Thanksgiving ,0
shitty & yours?,0
What would you do if you saw a clown on Halloween? ,0
lmfao idk,0
I want yoy to  use my penis instead toilet paper to wipe ur ass  ,1
i hope you get your penis snapped in half,1
ayy lmao pap your booty in a dress ,1
smh no,0
If you were given the opportunity to enter a TALENT CONTEST which one of your particular talents would you choose to showcase?? ,0
i dont have any lmfao,0
Would you give a boy a girly makeover if he was curious about what being a girl feels like? ,0
yes omg,0
Wuld u eva steel from ur friends? ,1
your spelling gave me a good laugh lmfao,0
why havent you deleted your pictures of cole or answers about him or blocked him like he did you? ,0
because im not an immature brat lmfao,0
"You can be overwhelmed and underwhelmed, but why can't you be simply whelmed? ",0
nothing important,0
"(I follow you, obvii) ",0
this mind fucked me lmfao,0
Favorite actor/actress? What do you hope to accomplish in the next five years? ,0
evan peters & samirah wiley (i think it wiley idek) but to finally get the fuck away from my terrible family life and be able to support myself financially & to actually be happy for once,0
Your hair looks so awesome and amazing . ,0
thank you omg,0
U fucking child molester lmao ,1
o my,0
smh i use axe paste and i get a messy look and everyone likes it ??? i want a more clean look ,0
same tbh like my friend used like gorilla paste or something on my hair and it was sO disgusting?? like it was really greasy and shit and ohmygod but this is how it looked when he used it,0
TO STAND UP LIKE THAT LIKE WHAT DO YOU USE ,0
my friend's mom used orb to make it how it does in my profile picture omg,0
you're so gorgeous ,0
thank you omg,0
what does your ex think about you ,0
probably not good things hense all the shit he talks about me but idk fam ask him,0
What was the last big mistake you made? ,0
getting my hopes up for someone who dont give a fuck about me,0
"You are beautiful. Please don't tell yourself that you aren't because that's not true.  Also, I love what you did to your hair, it looks awesome.  ",0
thank you so much omg why is everyone so nice to me,0
When and why was the last time you really lost your temper?? ,0
"when someone who once was my entire world tried to speak to me like he was bigger than me, and as if he had power over me. i flipped the fuck out on his low life ass and i still laugh when i think about it to this day",0
"Which energy drink do you prefer - Red Bull, Monster, Revelation, or Rockstar? Do you have a particular favourite flavour?? ",0
monster omg & i like the original & the fruit punch,0
why  u always  say this shit Lmao ,1
idk i just say lmao a lot,0
What if he started running around wearing just your thong in front of all your friends? ,0
sure lmao,0
Would you date a guy that doesnt wear boxers and wears what i wear nd has a big cock like me ,1
yeah of course lmao why would i care what kind of underwear you wear?,0
Do you wear granny panties? ,1
you son of bitch fuck outta here,1
"You + Me + My Bed = u got big ass prolly Makeout , Cuddle and Fuck you raw &roughall night , if you let me :P would you let me fuck you ? tell me in my questionbox ",1
.-.,0
"ur pretty, for a white girl ",0
should i say thank you or tell you to suck my dick or both,1
nonono she's mine. ,0
who will fight this bitch,1
I'm going to die ,0
you should die,1
ACTUALLY you know who it is omg ,0
me,0
your not even relevant anymore were not friends bye! this will never get old lmfao ,0
lmfao,0
the fuck is wrog wiith u ,1
what isnt wrong with me lmao lets be honest,0
opinion on cheaters? ,0
"pieces of shit that dont ever deserve second chances despite how much they ""love"" you. dont ever let a cheater fool you into giving them second/third/fourth chances etc.",0
Would you say your parents are overprotective? ,0
hell tf yes,0
At what age did you kiss and fuck  for the first time? ,1
im literally a piece of fucking shit and i dont deserve anything lol,0
Way to go josh. You already weirded her out. ,0
"maybe youve weirded everyone around you by trying to come up with a new personality ever other week, going back and forth from being a white cis racist homophobic transphobic piece of shit male to a pansexual .0000273% indian .63829% african 37282948% european lgbtqia+ person who ""thinks everyone deserves to be treated with equality!!""",1
are you over cole yet? hes moved on pretty quick ,0
well arent you just a great big piece of shit,1
"Nope, I do not. I do not think things over very well. ",0
doesnt seem like it. now piss off please & thank you.,0
My insides are nasty. It scares me. I can barely wash my back thank you very much. Have a nice night. :) ,0
scrub a little harder my dick and learn some decency while youre at it. fuck yourself too,1
FUCK YES I MADE SOMEONE UNCOMFORTABLE! ,0
youre a creepy piece of shit,1
I would let you use a dildo on me. ,1
well guess whos extremely uncomfortable,0
are they boys or girls ,0
the lesbian was a girl clearly and one pan person is a boy and the other is a girl,0
What is the purpose of life? ,0
mine seems to be to be treated like absolute shit and be expected to deal with it and disregard your own feelings,0
Well I hope ur day gets better. u deserve the best. ,0
thank you sm youre so fcking cute omg,0
"No ur absolutely gorgeous and funny, and ur just so genuine. ",0
wtf aw but no dear lord im so annoying and clingy,0
"Not trying, tried and failed ",0
lmfao i like how you think that you know whats going on & that youre tough shit because you can say things you think would upset me anonymously behind a screen wow go you !,0
"Did ""you"" ever try to get a guy to dump his girlfriend to date you instead? ",0
"why is you in quotes, but anyway no i havent done that lmao",0
What do you think of girls who try to steal other girl's boyfriends? ,0
lmao theres so many of them out there but honey if youre so desperate that youre trying to ruin someone elses chance of possibly finding their soulmate there is something wrong with you.,0
but youre a girl lmao ,0
but no im fucking not lmao,0
Would you be happy without money? ,0
"tw tw: drugs, depression all of a sudden it seems like literally everyone wants to smoke weed/cigarettes or buy cheap ass hookah pens and call it vape because they dont know the difference. meanwhile they should be thankful they don't need to smoke weed to get some legitimate sleep or smoke cigarettes to relieve your stress and anxiety that is just feeding your depression and giving you these terrible thoughts.",0
Does your name have a meaning? What is it? ,0
you ugly annoying hoe lmfaoa,1
Hey I'm a feminist and I was wondering what your opinion on feminism is?  ,0
okay you're a fake ass dildovhead gtfo,1
how long is your penis is ,1
i don't know lmao like six inches,0
"If your plane was about to crash, who would you want sitting next to you? ",0
why does literally everyone fucking piss me off honestly,0
u r my relationhip goals! ,0
but im not even in a relationship lmao wyd,0
why is kara's life over lmaoo ?.? ,0
lmao ask her,0
What was your best birthday? ,0
the one where i got dumped the night before lmao p.s karas life is over pray for her,0
would u rather date a girl or a boy? lik which are u more attracted to? ,0
i prefer girls lmao,0
how was your day today? ,0
pretty good. bought some new tunnels from spencers & got dumped for the sixth fucking time & now im eating pizza lmao,0
"Erm, the question wasn't meant to be a hostile one!! ",0
fuck off,0
"Oh, please don't have a dog then, unless you're ok with feeding it a balanced diet... ",0
okay??? asshole,0
Ever take your shoes off in class? ,0
yes lmao,0
Ever wear your slippers to school? ,0
maybe like once lmao,0
"oh, ok sounds delicious XD ",0
lmfao,0
What is your favorite meal????  ,0
you ignorant cunts who think u are  top shit lmao,1
What's the best April Fools' Day prank you've ever witnessed? ,0
mr schwiekardts omg,0
Pussy pussy pussy marijuana LASAGNA ,0
chris shut up,0
What is the most awkward thing you've said to someone special? ,0
you are annoying as fuck nice,1
Which do you choose truth or dare? ,0
i don't know why im wasting what could've been the best year of my life on someone who literally couldn't give a single shit less about me,0
I shouldn't lmao I want to stay alone ,0
why friend aw,0
What is the meaning of your name? ,0
worthless piece of shit lmao,0
who has fuck your moms on here ,1
this sounds so weird lmao but,0
lmao he seriously needs to win ,0
tru,0
I love your background btw ,0
lmao thank u bernie sanders is honestly my entire heart,0
"Sometimes I edit hot girls' photos and put a tiara emoji on them, to make them look like a princess? Is that normal? ",0
you are  creepy as hell,1
"Oh well, fuck off then. ",0
fuck off my own profile?? ok bud,0
"Been a dick to  for no reason, so figure I'd deserve that. Well probably worse but yeah. ",0
whatever,0
Well I don't want to be friends or to even expect to talk. Just figured you'd still like to see a piece of shit apologise. ,0
sorry doesnt solve shit.,0
I will apologise if you want. ,0
but you won't mean it because you're a disgusting piece of shit bye.,1
"It's not an opinion though, you do genuinely have a spot on your face. ",0
where lmfao,0
Haha you can say goodbye to me but not to that big fuck off meteorite hanging off your face! ,1
shove your irrelevant opinion up your asshole,1
"Hey if it means I get made your bitch then I'd happily walk up to you and say it :P I don't know which Jersey you live in though, the European one or American? ",1
i have a boyfriend and you're a piece of shit anyway so that'll never happen,1
Sassy until someone walks up to you with a sawed off shotgun and paints the wall with your brains. ,1
try me you cunt,1
Which sandwich topping would you be and why? ,0
mayonnaise bc im white as fuck,0
Heard sex noises in my roommates room and then she walked out with a girl... WTAF SHE HAS A BOYFRIEND SO  IS SHE A CHEATING LESBIAN ,1
she's not automatically lesbian bc she's with a girl but ask her?? idk,0
How isn't virginity real ,0
it's a social construct that states that having heterosexual sex changes a female. or that  hymen breaks & bleed or something?? none of this happens but yeah it's just a made up concept,0
"A Muslim girl had a crush on me in high school and she had both a good personality and looks, but I refused to date her because she was Muslim lol ",0
a piece of shit like you would have absolutely never deserved to date her anyway.,1
Do you care if people see you naked? ,0
depends who it is. almost all of my friends have seen me naked lmao,0
the only meat you eat is dick ! ,1
me,0
Opinions of padded / stuffed bra's? ,0
theyre like pillows like your boobs omg luv,1
Do you dance like crazy when no one is looking? What music makes you dance the most? ,0
i suck at everything nice,0
"why the hell are you people asking this princess things like that, GTFO ",0
thank u lil angel,0
How do you generally deal with judgemental and bitchy girls? ,0
"i give them the same bitchy attitude that they give me, but twice as bad",0
"If you could change one thing about your family, what would it be? ",0
literally everything fuck,0
What is the last song you listened to? ,0
tbh victorious by panic! at the disco omg,0
Are you camera shy or do you like having your photo taken? ,0
im not camera shy im just ugly as fuck,0
What are two true things and one lie about you? ,0
im gay,0
What websites do you go to everyday? ,0
when coles mom gets me more presents than my actual family lmfao,0
Its sad with sound  ,0
lmfao,0
What are your thoughts on the Justin Bieber fan who legally changed her surname to Bieber? Is this awe inspiring fan dedication or just a little bit on the silly side?? ,0
creepy as hell tbh,0
Whats the first thing youd do if you were the opposite sex for one day? ,0
id still go to babe and cuddle with them,0
ur butt is kinda small.. js ,1
this question was from seven months ago and i still fucking laugh at it oh god,0
Which gossip is there about you? ,0
"i hate when people say ""you wouldn't say it to my face"" even though they wouldn't say anything to my face either like lol wyd bitch",0
Do you think you could survive as a cave person? ,0
id try to eat everything and eventually just get food poisoning and die,0
What do you like to cook? ,0
i want to fucking choke myswlf i fuck everything up,0
Who was the last person of the opposite sex you talked to? ,0
baby,0
"Its Black Friday! (In most countries, I have no idea if every country does it:S). Do you go Black Friday shopping?.exe :) ",0
no lmao,0
"is there a popular thing/ something that everyone else enjoys, but you don't? what is it and why do you not enjoy it? ",0
miley cyrus bc shes racist as hell,1
what would you do if someone tried to get with your bf ,0
well first i would confront them (tell them to fuck off) and if they didn't then id kick their fucking teeth in without a second thought the end,1
what a fucked up profile u've got here... ,1
lmfao tell me how,0
"If you could communicate with your pet for just a minutes, and they would understand, what would you say? ",0
i can't even count how many times i fuck up everything lol i hate myself yay,0
"do you attend a school of any kind? what kind of school is it and how do you like it? if not, what kind of school or schools have you attended? ",0
i go to a public high school and the people are hell but the fries are good,0
"do you like Star Wars? if so, are you excited for the new movie? and if not, what movie franchise/series do you like? ",0
babe here again and let's get a fuck yeah for star wars,0
"What is something that is ""uncool"" that you do anyway? ",0
be an angry feminist bitch,1
Are you a leader or a follower? ,0
"tbh im thinking and a lot of people have said to cole ""control your girlfriend"" or ""calm her down"" and tbh it pisses me off because one im not a fucking dog to be controlled, im a fucking person that can hear what you fucking say, even though you might not think so. yeah, i have ears and a fucking brain and no im not going to silence myself just because you're uncomfortable with me voicing my opinions. if i say something to you, i fucking mean it and i wont be silenced. people also think that just because cole is taller & bigger than i am that he controls me and what i do. if you think that you're fucking wrong. if you start shit with him you start shit with me and i will whole heartedly fucking kick you in the mouth whether either of you like it or not. if you want me to ""calm down"" then fucking tell me yourself. im not a dog and cole isn't a fucking dog trainer.",0
What is the weirdest scar you have and how did you get it? ,0
"i have a scar under my eye and i think i fell or something? i also have pocs behind my arms, legs, and butt from being too chubby so",0
ayy lmao u hyped for black ops ,0
yas,0
What's the craziest thing you've done for someone you love? ,0
idk ive done some pretty stupid shit for cole,0
why did u break down in gym lmao ,0
tw suicide/sexual abuse,0
Would you clone yourself if you could? ,0
when you're not paying attention and you say the wrong thing and fuck everything up .-.,0
Post a picture of your boobs! ,1
babe isn't even going to school to make me feel better fuck this,0
How much money have you spent for fucking a bitch today ? ,1
my uterus is screaming bloody murder,0
How long do you need to sleep to be in good shape? ,0
update i don't give a fuck about anything anymore,0
wtf thats why she left? ,0
ummm..... yes..........,0
Do you think people deserve a second chance? ,0
i slept for two hours and have been up since 12:30 fuck this,0
"why are people making up shit and trying to piss you off, he's clearly yours ",0
THANK U CUTE ANON,0
"If someone made a statue of you, what position would you choose? ",0
omg  tb,0
My roommate's making fun of me because I said a Korean guy is hot wtf i'm confused ,0
they're just an asshole. you attract to whom you want to.,0
what boys are you friends with from carlstadt ,0
joe h is my best friend lmfao,0
did you guys have sex ,1
if i get one more question like this im going to flip,0
anon please hop off her dick ty ,1
ty,0
What is the last thing you said to someone? ,0
"""and that is the story as of how my boyfriend shit next to a train"" sorry babe lmfao",0
Who was the last person you have anal? ,1
maya is  pig and im the fat fuck of a father pig,1
"If you were given a time machine to travel backwards in time, what are the three mistakes that you would want to rectify? ",0
now it boils in their balls im,0
What is the furthest place from home you've visited? ,0
