,q_a,label
3642, Hm  wellll maybee 'cause I don't know who this iss? haha.r Start leaving your namess! r Message or text me  mkayy?,0
3643, Uhm  it's pretty fucking hard.r I put my face in front of the lens  smile  push the button r And that's how it goes :),0
3644, Hm   idkk haha just message me.r Not to fuck me lol but I wanna know who this is (:,0
3645, Ha  alright thass cool.r I guess I like 'em too ha...?,0
3646, What the fuck? r Ugh  my phone is messed soo you should just send me a Myspace message  mmk?,0
3647, Hollywood Undead (: with Miki; My mom was supposed to take uss  but It didn't work out :/,0
3648, I believe i already answered a question pretty similar to this? Haha   read below yoo (:,0
3649, Dead? Pshh  no way.r I'd go everywhereeeeee with Ashley  Miki  Jensen  Eddie  ; Erikk (:r Fuuuck yeah dude :),0
3650, What the fuck?r Uhhh  I donoo cereal?,0
3651, Haha  who's thiiiss?,0
3652, Ha what's witht the 'girl'.r Haaa  I knoww it just sounded like I was saying message me to fuck lol. Anyway uh nooo  I wanna knwo who this is (:,0
3653, Noppee! Perfectly leagal  (:,0
3654, Ha  John yur dumbb (;r <3 yu though kidd,0
3655, Brandon? You're crazy man! I was into you for like two seconds haha don't tell me you love me wtf??  Ha uhmm? Laterr,0
3656, Optimist ice cream   without a doubtt man (; hahahaha,0
3657, That's not a questionnn but thanks ha (:,0
3658, I don't smoke pot. And i still drink but I havn't been reallyy drunk since this one night at Kain's.,0
3659, Hm  I'm pretty sure it was Jensen's birthday at Kain's haha  there was puke EVERYWHERE. None was minee though (:,0
3660, Ha  didn't think of thaat (; thanks.,0
3661, Uhhh  the US?,0
3662, I'm a Freshmannnn at Billings Senior Highhh (:(:r Class of twenty.thriteen motherfucker :D,0
3663, Haha  no doubtt.r Alright text me hun   you've got my number (:,0
3664, Because it makes me forget a lot.,0
3665, Uhm; My eyess!r They're pretttyyy bluee [:r Hey  just 'cause everyone else hates themselves doesn't mean I have tooo :),0
3666, What the fuck? Uhhh..I dunno I don't really have to do muchh. I just do whatever Suz wants me too. I don't realy like sweeping 'cause I can't see without my glasses I guess?,0
3667, Ha  accually I can't drive :/ sooo no shit in my truck buddyy,0
3668, Huh? Uhh  chillin' at Miikiii's (:,0
3669, You need to tone it downr -Ashley Hughesr Haha  she knowss what she's talking about (;,0
3670, Ha  why couldn't you have just made that onee question?r Hmm  probably don't worry about it it'll all be fine  just hit itr Hahaha (; thaanksss man,0
3671, Montana... ha. Yeah yuckk,0
3672, Free money?,0
3673, That would be American Idol  fer shuur.,0
3674, We're here to fuck shit up. Of courseee man (:,0
3675, That would be Summer  duhh :),0
3676, Uhh I'm not really sure  but noww I know I wanna go to UCLA with Miss Ashley Hughes and be a Dentist yo (:,0
3677, hahaha  ashley you're dumb (;,0
3678, Haha  you fuckers are weirdd.I love those hotties lol (;,1
3679, jez-us.,0
3680, Uhhhh? I have nooo idea dude (:,0
3681, Hmm  I'm not suure. r Haha  probably my sisterrr :) r It's the genes ;D,0
3682, Well Hollywood Undead is my favorite bandd but if I had taa pick onee person it would be Tech N9ne--Aaron Yates yoo :),0
3683, I've got a feww (:r -Ashley Hughesr -Mikayla Torgrimsonr -Jensen Grahamr -Morgan Heggr -Bethany Davisr And Eddie Corcoran  -ish ha (:,0
3684, 'Cause that's how I fucking put it   (: mmmmmhmmm,0
3685, I'm not sure. 'Cause I hang with people who doo maybe?r Yeah  fer real.r Thanks yo',0
3686, Ooo... that's a toughie :/r Jensen?,0
3687, Haha uhmm  Maleghia is the only person I know that's back in townnn.  Buuut were definetly not married ha(: I only married Steve-o but were devorcedd haha(: Sooo who's thisss?,0
3688, Katie or whatever? Ha nopeee? I dunno herrr. She's a friend of my friend bethany though so I'm sure she's chill  (:,0
3689, I suuur,0
3690, Haha (: you mean cause it's of me and miki?r When I take yur camera home i'll make it the one of the trio (:r Haa  I wonder who that could be  eddie? nahh charles! lol jk (;r I love you two! :D,0
3691, Things don't change  people don't change. People only grow distant from eachother which happens a lot. I'm in highschool and I only care for a few people  I'm not really worried about anything else to be honest. So sorry if you don't really appreciate that.,0
3692, YEAH  YEAH I AM MATT MOSES.,0
3693, Haha oh Kevin.,0
3694, Hhaha hi :),0
3695, i r good. it's spaghetti night in my household. how you doing supkev from the internet?,0
3696, I <3 you too. I miss you too. Yeah :),0
3697, A whole buncha drama went down because of Kennedy's girlfriend Gabi  it's chill now.,0
3698, Right on.,0
3699, Haha  who is this?,0
3700, Not anymore ;),0
3701, oh lewk it's me  lil danica,0
3702, o o nice. keep up the good work champ.,0
3703, Haha  there's been a few of those but yes  I probably do remember :),0
3704, Thank youuu :),0
3705, Those hit clip things. Those were pretty rad. I was like 10. Haha.,0
3706, I've lost a lot of friends  I don't think it's really regret  just learning who's going to screw you over in the long run.,0
3707, Right now  baseball.,0
3708, I don't have an atrocious taste in music  I just like everything.,0
3709, hahaha fasho so wasup lol:),0
3710, oh hahaha why nuttin lol:),0
3711, hahaha oh lol:),0
3712, hehe yup i know im home alone lol:),0
3713, i know but it kool i least im makin money hehe lol:),0
3714, haha really so wat chu think of lol:),0
3715, sup  damn there three of you lol:),0
3716, hahaha oh nuttin just here hella bored as well lol:),0
3717, hahha yes i was bein a lazy ass lol:),0
3718, awww thank sexy:),0
3719, huh you did oh maybe if i do for every questions i send you or how many question i send u i would like to get the same cuz it got two be fare or else it not gonna happen hahaha lol:),0
3720, hmmm how can i remember wat i did inmy past hehe lol well i had got a fake id before ; whent two used it in vegas ; it so work hehe lol won some cash ; it was hella dope lol:) hmmmm at the lifeguard room at the beach late at nite time lol:),0
3721, :(,0
3722, me going to a party ; yew:),0
3723, oh really i told you my age go look at your inbox haha:)  you mean by that:),0
3724, I'm posted on the corner  twistin that good I got that all blue bandana on i'm  keepin it hood.,0
3725, your cute hehe:),0
3726, ok,0
3727, wat do yew mean by the way you look on that pic your really cute:),0
3728, awww thank you sweetie your cute yourself:),0
3729, lol fasho:),0
3730, huh?,0
3731, wat is this hahah lol naw maybe lol:),0
3732, ummm maybe i might lol:),0
3733, fasho if i do will you do the same:),0
3734, hehe yes i do wanna add me:)www.myspace.com/_savage_life,0
3735, ur welcome ; it Shady so wasup:),0
3736, haha yup that me lol>33333,0
3737, hmmm nope my shade are so different hehe lol:),0
3738, oh wat i would freak haha but who are you tho:) ; see you like that lol so damn you do that just you please yourself lol:),0
3739, hehe you hehe lmfao:) your fine:),0
3740, awww why are you hone lone for:)r im home alone to hehe:),0
3741, hahaha i know rite:) lol cuz she want me all two herself lmfao im just kidding:) your lookin two good for me two have lol:),0
3742, i like both lol:),0
3743, awww thanks you:),0
3744, sup:),0
3745, oh that blow you should of went some where to:),0
3746, doesnt matter:),0
3747, wasup hehe your cute yourself:),0
3748, awwww thank yew but your the cutiee:]<3,0
3749, awww thank yew but idk if im am:) but your so hot hehe:),0
3750, awww why thank yew but your realy fine hehe:),0
3751, awww your the cutie:),0
3752, hahaha yup ur rite anonymous lol:),0
3753, huh oh yea she does huh yup really nice legz>3333333,0
3754, thank you:) i try to be fresh every day:),0
3755, awww thank you your bomb:),0
3756, hehe you did awww that nice hehe lol:),0
3757, yea i did i ; i try to email you ; it fuckin with me like it wont let me email you yea pretty wried haha:) well it would be cool if you email me so i can reply back:),0
3758, hellyea i do:),0
3759, but we are friends already haha so funny:) would you write me back:),0
3760, hahaha yup it kind of did lol:),0
3761, hellyea i do:),0
3762, hmmm once in a while:),0
3763, yup yup i do:),0
3764, hmmm nope:),0
3765, haha nope:),0
3766, yes i do hehe but im not good at it lol:),0
3767, yup i do hehe it gbcuz21:),0
3768, not really but i got like some old pics:),0
3769, hmmm yup it alrite:),0
3770, hmmm haha maybe lol:),0
3771, hellyea he is haha that why he got bagg on by a lot of rappers lol:),0
3772, hmmmmm nope i dont share my clotes with nobody lol:),0
3773, haha nope lol:),0
3774, huh wat chu mean>333,0
3775, why thank cutie:)r i like yours too:),0
3776, well good for you i rep west all day:),0
3777, oh i know they are bomb huh:) my name is shady wat yours:),0
3778, oh haha hmmm nope lol:),0
3779, haha yes i did once lol:),0
3780, ewww ; yup hehe well i idk i think it was jail food for me if that counts:),0
3781, haha naw i dont haha really i never done never i let a girl do it two me before that was it:),0
3782, fasho wat yours:),0
3783, huh lol:),0
3784, my favs is purple lol?,0
3785, my favs now is techno lol:),0
3786, huh:),0
3787, hahahaha yup yup:),0
3788, hmmm garfeild i guess lol:),0
3789, huh ur cute silly u didnt even told me ur name lol.33333333,0
3790, hahaha really wat chu think:),0
3791, shit i dont even know hahaha lol:),0
3792, oh fasho cutie im shady nice to meet you:),0
3793, hehe yes you are:) my name is shady sweetie ; yours:),0
3794, yea i just two nice to a girl lol>333333333,0
3795, i know rite they need to get a life haha but it kool:) i dont let it get to me:),0
3796, we could talk on myspace:),0
3797, hmmmm nope lol:),0
3798, hahaha yup yup ; thank you for sending me questions:),0
3799, haha huh wat that for:),0
3800, nope never lol:),0
3801, nope,0
3802, yup hehe but i lost it hehe lol:),0
3803, yup a lot of times haha lol:),0
3804, haha up one person:),0
3805, oh nice me i was eatin n takin care of my neice>33333333,0
3806, hehe your welcome so your into girls huh:),0
3807, hehe yup yup i feel you:),0
3808, fasho but i dont got a cell yet:),0
3809, sup lol:),0
3810, hi wasup:),0
3811, holla bontia(:,0
3812, well hello ;),0
3813, hi(:,0
3814, holla:),0
3815, oh hello sweetie:) my name is shady hehe nice to meet you to:),0
3816, hi wasup:),0
3817, holla:),0
3818, sup lol>3333,0
3819, wasup:),0
3820, yea i do:)you want it:),0
3821, thanks ma?,0
3822, hi sweetie:),0
3823, hellyea let talk:),0
3824, oh haha really that guy is two funny:) ; wat really i dont believe that lol:),0
3825, hey wasup:),0
3826, hello there:),0
3827, wasup lol:),0
3828, hello there cuteness lol:),0
3829, wasup:),0
3830, nuttin much wat good with you sweetie:),0
3831, in Cali silly but i move to texas now:),0
3832, wasup?,0
3833, sup?,0
3834, wasup chula who ever you are:),0
3835, hi cutie<3,0
3836, sup mamacita:),0
3837, sup wat funny lol:),0
3838, holla bontia:),0
3839, hi cutie:),0
3840, hi beautiful:),0
3841, hello cutie:),0
3842, holla:),0
3843, kool that wasup:) so wat is your name cutie:),0
3844, wasup?,0
3845, im doing good ; yourself:),0
3846, someone send me a Invite on my email lol:),0
3847, hmmm idk i didnt check haha lol:) i guess like a 1000:),0
3848, everyday haha lol:),0
3849, old enough haha:),0
3850, haha two old for you lmfao:),0
3851, haha i dont remeber but i saw a cutie n started to follow u lol>33333333,0
3852, who send me this that bomb:),0
3853, im not gonna check this shit out anyways:),0
3854, huh wat wtf is that lol:),0
3855, huh hmmmm maybe lol:),0
3856, hmmmmm ok fasho i tell you on ur page lol:),0
3857, naw i wont:),0
3858, huh wat is this i take a look tho lol>33333,0
3859, huh wat that lol,0
3860, huh lmfao:),0
3861, you told me why the sad gface wat chu mean lol:),0
3862, awww really why is that:) do you got any other sites:) ; how old are you:),0
3863, ehehe lol:) so you should add me on other sites wat do you have:),0
3864, hahaha i know so how you find me lol:),0
3865, thank you:)  i like yours too:),0
3866, awwww thanks yup it tight huh lol:),0
3867, oh haha my dick  like 7 to 8 inches long:) u can suck it,1
3868, hehehe fasho:),0
3869, hahaha wat you suck cock  so you have a gf:),0
3870, hehe you do:)so you got a email we can talk:),0
3871, ohy hahahaha really lol:),0
3872, oh fasho that kool dude:) how is Sacramento is it nice anything to do out there:) im from southern Cali like LA:),0
3873, ok fasho:) haha:),0
3874, oh hahaha really ur funny lol:),0
3875, someone has my kidd n i pay every month two see him:),0
3876, idk stop being so damn nice:),0
3877, i would go with the fine is gurl ever hehe alive:),0
3878, idk a really beautiful girl lol:),0
3879, it hella fresh huh lol:),0
3880, awwwww that really sweet of you i like that in a girl hehe lol:),0
3881, a sweet dream ; a beautiful nightmare that would be hot hehe:),0
3882, haha idk the ones they play on the radio over ; over i hate it:),0
3883, hmmm yes:),0
3884, haha naw i cant lol:),0
3885, hmmm nope haha can you lol:),0
3886, hmmm nope lol:),0
3887, fasho:),0
3888, hahahaa haha Kissss Kissss :-* i guess lol:),0
3889, oh fasho damn sorry i took a long as time to answer haha lol:),0
3890, stitch he the cool kat lol:),0
3891, hahaha i am kool lol;),0
3892, huh tell u wat lol:),0
3893, haha ur just to cute ma so wat chu doing>33333333,0
3894, awww thank you ; yes i did but i still feel like shit:),0
3895, oh really:),0
3896, oh fasho that kool:),0
3897, oh hehe wat that kool me just posted a lil bored rite now im gonna take a cold shower lol:),0
3898, fasho:),0
3899, lol i just told u lol:),0
3900, hahaha i know it was ; i got kickout becuz i was dancing ; one of tho rent a cop pulled me to the side ; he said i dont like you ; i told him fuck you so he kick me out hehe:),0
3901, haha yup yup?,0
3902, i been good ; you:),0
3903, hahahahahaha you heard that a lot that why i dont used the radio anymore i go online to heard music i like:),0
3904, wat song haha lol:),0
3905, oh hehe but you should just add me im on my ipod:),0
3906, u want to add me lol:),0
3907, oh why do you hate your name for sweetie:),0
3908, hmmm smoke weed all day  pour out a little Liquor str8 Ballin ; i name one more i like Live ; die in LA lol:),0
3909, huh idk hehe:),0
3910, hmmmmm idk none haha:),0
3911, 99 Problem  Dirt Off Your Shoulder  Girls  Girls  Girls:),0
3912, hmmm 3 peat  wall in  weezy Ambitions:),0
3913, hahaha damn you send me 9 of the same questons haha lol:),0
3914, well you is one hehe ; twon is idk who three is idk also:),0
3915, Get You Wet  Grind On Me  On The Hotline:),0
3916, hmmm idk sorry:),0
3917, thanks that was my crew slutjunkies lol:),0
3918, hehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehehe yup:),0
3919, oh fasho:),0
3920, oh nice me just posted hella tried from work lol:),0
3921, oh fasho me just listen to some music ; write the sexy parts tee hee:),0
3922, hehehe nice to meet you too nice name:),0
3923, huh ok will do lol:),0
3924, oh shit idk yet:) watever come up:),0
3925, awwww sorry im gonna change that soon so add me then here:) www.myspace.com/_savage_life,0
3926, hehehe yea it kool so wasup with you:),0
3927, oh hahaha it did lol:),0
3928, hehe from the 909:),0
3929, huh,0
3930, hahaha if you say so i got game on sports:),0
3931, hmmmm hehe really well i just send you a email lol:) i said wasup sexi lol:),0
3932, yes you can know hehe i went to a club last nite ; i was really drunk before i got there:),0
3933, awww really i know you were lookin sexy hehe:),0
3934, hmmmm play pro soccer lol>333,0
3935, hahaha why you askk you something:)she look ok:),0
3936, big like how tall or big like in buff:),0
3937, hmmm not really she alrite:),0
3938, nope i am very nice or funny when im drunk haha lol:),0
3939, haha naw lol:),0
3940, fasho lol:),0
3941, huh fasho lol,0
3942, i did already lol:),0
3943, a 8.5,0
3944, hahaha yea it kool so:) i guess im gonna comment you:),0
3945, hahahaha really hmmm i donk think they are lol:),0
3946, hahahahahaha you heard that a lot that why i dont used the radio anymore i go online to heard music i like:),0
3947, hehe really your name is cute:),0
3948, naw that not me hehe that just a image i did:) im a dude:),0
3949, yes i am are you:),0
3950, wat crackin then:),0
3951, i stay in Cali for now:),0
3952, naw i dont rep 512 i just been in that area ; still come back i rep 909:),0
3953, oh really that nice so how was the lake:),0
3954, oh haha really i digg puerto rikan chicks so sexi:),0
3955, im not creeping her hater lol:),0
3956, wasuuuuuuuuuppppppppppppppp>33,0
3957, huh show me then:),0
3958, your welcome:),0
3959, your welcome sweetie:) i just be busy:),0
3960, oh fasho haha:),0
3961, your welcome:) nice name:),0
3962, your welcome beautiful:)r so did yew love it:),0
3963, haha my nick name silly lol:),0
3964, lol my name is SHady ; your cutie>33333333,0
3965, thanks but it still hard to find a girl there dayz>333333,0
3966, oh hahaha really well it good enough for me lol:),0
3967, yup yup:),0
3968, the sky is the limit hehe awww why are yew bored:),0
3969, it doesnt matter i like both hehe:),0
3970, your welcome ; thank you i meet you on myspace if you remember:),0
3971, aim on wat aol or some thing if you mean that then naw i dont sorry i got other site tho if you want them?,0
3972, haha hmmmm no hahahaha just kidding i do it Ben lol:),0
3973, yea you want to add me  here add me if you want to:)   www.myspace.com/_savage_life,0
3974, huh really that look like a fake pic hahaha lol:),0
3975, hehe really just like that damn:),0
3976, oh hehe well you should know my name it shady:),0
3977, all it is haha damn ok i will:),0
3978, awww thank but your cute yourself:),0
3979, hehe fasho know one has ever told me so many question as once haha:),0
3980, are you sayin im a virgin nope i lost it when i was 13 lol:),0
3981, hahahahaha yup i know lol:),0
3982, my fav is soccer:),0
3983, haha idk lol:),0
3984, ewwww haha freaks lol:),0
3985, hmmm i think some tip money cuz i was broke haha lol:),0
3986, hmmmm i think crazy ; beautiful was a hawt video lol:),0
3987, idk really idk haha lol:),0
3988, hehe beefy as in like a fight or food:),0
3989, huh the back round is wat chu mean rite:),0
3990, i eat dinner at 6 7 or 8  hehe lol:),0
3991, oh haha the dishes lol:),0
3992, huh wat chu mean by that i dont get it haha lol:),0
3993, oh that very cute name:),0
3994, holla bontia:),0
3995, wasup gorgeous>3333333,0
3996, wasup:),0
3997, oh haha i did send you any question sorry:),0
3998, my name is shady n ur lol:),0
3999, shit idk but i wouldnt eat anything old hahaha:),0
4000, oh haha yea i know that now:),0
4001, no i log off why you wanna talk to me on there:),0
4002, awww we your really cute yourself:),0
4003, oh haha sorry i a slow as dude lol:) there dark brown lol?,0
4004, hmmm when i was in Vegas making that big money like 3 000 a week i miss tho dayz lol:),0
4005, huh idk sorry im not smart:),0
4006, i like any kind of girl as long as cool sweet with a nice personality or at least i could get alone with her  girl that understand me im  but she got to be lookin good for me two so i could be happy for wat i got lol>33333333,0
4007, huh wat shade is ur eyes wat chu mean bout that lol?,0
4008, oh hehe idk take sumthing from her that she used is the most or love the most of her stuff that would i take from her haha:),0
4009, a car,0
4010, just chillen jamin to my song ; you:),0
4011, im from the west IE ; you:) wat the not my name haha:),0
4012, hmmmm i like a lot of cars but my best n dopest car i have was a lexis 2006 lol:),0
4013, hmmm got to have style of course lookin gorgeous n she will get watever she want from me lol:),0
4014, hmmmm i like a lot so i name some i am a big time Lakers fan lol:) soccer mexico im go for them in the world cup lol:),0
4015, you should add me silly my first link it my myspace:),0
4016, haha shit i dont even know lol>33333333333,0
4017, i got both if you want both well i dont really go on my face book:) well this is my myspace:) www.myspace.com/_savage_life,0
4018, my name is shady n you lol:),0
4019, oh fasho:),0
4020, wasup:),0
4021, wasup with you hehe:),0
4022, ummm christmas cuz i went two buy everyone something nice for my family:),0
4023, i be havin this back round image for a long time:),0
4024, rite now im in San Bernardino:)r IM going back to Austin TX:)r wat bout chu sweetie:),0
4025, im from cali I.E. mamacita lol:),0
4026, wat are you talkin about:),0
4027, who am i well a nice dude hehe lol who are you lol:),0
4028, hmmm idk dont really care about that:),0
4029, my is stweie:),0
4030, i dont a fovorite so idk,0
4031, idk really like i never watch the show before haha:) wat bout chu:),0
4032, haha im am shady wasup cutie lol?,0
4033, shit idk know but i thinkin some girl do like that:) it just the way of life:) why you like that:),0
4034, i dont call my self shady i got that name when i was 12 cuz i was always shady with all my stuff  thing that i own or buy never wanted to share so my friend said you is shady even my cousins said i was a shady person so the name stuck with me so yea that my name:),0
4035, haha that was the sad face lol:),0
4036, huh idk cuz it a question box lol!!,0
4037, haha fasho:),0
4038, hmmm maybe haha well i do im gonna have some gum ; mints before i kiss:),0
4039, hahaha yeah i know i want to but there was to many cops:),0
4040, i know i wanted to tho fuck that rent a cop:),0
4041, oh haha really is that rite:),0
4042, ahah i know rite,0
4043, wasup wasup your cute:),0
4044, wasup:),0
4045, wasup with it:),0
4046, i dont have a PERFECT dream gurl i like any type of gurl as long as she is sweet  beautiful<; know how to have fun ; make me laugh:),0
4047, wasup cutie:),0
4048, wasuup wasuup?,0
4049, idk but i guess just try to look my best lol thank you cutie:),0
4050, hahaha that so true:)so wat chu like:),0
4051, oh just chillen:),0
4052, oh sorry my name is Shady:),0
4053, yea:),0
4054, yup yup it is:) well i from San Bernardino but i get my self around like i travel most of the times:),0
4055, fasho hehe damn the food it not really good there really:),0
4056, oh fasho but we are friends aready lol:),0
4057, oh haha well i have two wait ; see:) if that happen lol:),0
4058, awww thank you your really beautiful yourselfr ; ok let talk:),0
4059, awww thank your pretty fine yourself:),0
4060, awwww thank you  but your cute:),0
4061, wat that for reals haha:),0
4062, oh i told you i cant click yo click on my i pod:),0
4063, huh i would if yew ask me too:),0
4064, awww thank you hehe lol:),0
4065, awww thanks you sexi>333,0
4066, thank you:),0
4067, awwww thank you so cute urself hehe lol:),0
4068, thank you i bet you two lol?,0
4069, thanks you cutie?,0
4070, hehehe:),0
4071, why thank you your fine yourself:),0
4072, awww thank but your beautiful:),0
4073, yea i do:),0
4074, hellyea lakers are the best who is the fucken champions lol>33333333,0
4075, ummmmmmmmmmmmmmmm r r give me more hints r r please :),0
4076, ummmmmmmm,0
4077, awwwwwwwwww &,0
4078, awwwwwwwwww <3 r did you kno dat i love more????,0
4079, haha,0
4080, ur boo,0
4081, ur boo  r r ur new boyfreind :),0
4082, most deff  (:,0
4083, ha  yeahh think what you want,0
4084, i love you too (: fuck those bitches talkin shit!,0
4085, hahahhaha hell yeah! I love me some ABZILLA! (:,0
4086, of course i did  (: i love you ashley <3,0
4087, yess,0
4088, uhm no i dont,0
4089, i mean i miss him  i do but i dont  cause he will just hurt me again,0
4090, hahah  yeahh i do!,0
4091, hahahha for real  i love you too whoever you are,0
4092, nahhhh,0
4093, i miss you too! ; okayyyy!,0
4094, i fucking love you jordan <3 ; i miss you :(,0
4095, I love amber mabe <3333,0
4096, aww well thankss  ha,0
4097, i love you too jessica ! partyy buddy ha  great times!,0
4098, thankks :(,0
4099, wtffff?,0
4100, awww well thanks<3,0
4101, okayy  and i havent talked to him in like forever  i dont care about him! ha  your cutee,0
4102, uhm no,0
4103, nopee  shitt happens,0
4104, uhm okayy? I don't know you. so good luck with that(:,0
4105, awww  well thankk you  (:,0
4106, hahaha oh i knoww  she shut the fuck up about it,0
4107, yeahh we did  ; thats my fuckingg business,0
4108, hahahah hell yeahh!,0
4109, uhm idk yett  why?,0
4110, April 5th,0
4111, i dont know? i like to talk to my BESTFRIENDS  (:,0
4112, I don't have one? I love Ashley julie  abbie  rhiannon  Brittany  ; all of my girls!,0
4113, hmmmm gabby  she cracks me up,0
4114, hahahahahaha  I just laugh cause you don't know nothing  if you wanna fuckk him go for it sweetheart  ; I didn't know he had one  ha,0
4115, i didnt know he had a girl,0
4116, well thankss  and its not just guys  its ONE guy who fucked up my life  and i do have shit going on more than just one guy,0
4117, hahahahahaha  who is this?,0
4118, I dont know :S,0
4119, ;),0
4120, :3<3,0
4121, stfu<3,0
4122, too bad i dont what?,0
4123, i know babe i love it too<33,0
4124, lmao i love you alex<3333333,0
4125, lmfao!foshoo,0
4126, ...r ?,0
4127, yeahhhh...,0
4128, nahhhhhhh.,0
4129, niki alexa and aubrie<33,0
4130, vvv,0
4131, thanks hunny bunn..,0
4132, haha bitch smd stupid skank. and learn how to spell proper grammer lmaoo..,0
4133, haha(creepy),0
4134, demi r i love ju<333r and i miss you too</3,0
4135, what about them?,0
4136, ily<33333,0
4137, yessssssss<3r r haha nawtttttttttttttt,0
4138, of course<3,0
4139, it depends but usually older,0
4140, why yes i amm,0
4141, yes stranger,0
4142, why yes i am:)),0
4143, nope... not yet;)),0
4144, i already answered this.,0
4145, why yes i am strangerr:),0
4146, yes.,0
4147, lmao roney get out of here,0
4148, <33,0
4149, hahhh.. well i doo,0
4150, k either niki or juju???r r <3,0
4151, already answered this haha,0
4152, idk i think the zoo with jerryka and then the movies with tony,0
4153, who said it was...r r ?,0
4154, tico..,0
4155, love you too brothaaa <3333,0
4156, haha<3,0
4157, sureee...?,0
4158, ..........wtf?,0
4159, too bad i did hahhhhh...,0
4160, lol dalee<3,0
4161, thanksss:)),0
4162, ily babe<33,0
4163, haha<3,0
4164, making out or going farther...,0
4165, haha nopee:)) and how would you know?,0
4166, dont worry bout it,0
4167, y yes i doo:))) what about you tyler,0
4168, um... idk maybe when im older...,0
4169, im not sure  do you?,0
4170, not at all,0
4171, not at all:),0
4172, two niggah..,0
4173, not yet;)...,0
4174, sometimes :),0
4175, haha maybe whats his last name?,0
4176, well now i know (;,0
4177, haha yes baby<3,0
4178, do you;),0
4179, jerryka?r thats my sis<3,0
4180, of course i doo<3,0
4181, yes i doo<3r thats my babyyy,0
4182, no.,0
4183, of courseeee..,0
4184, fuck nooo!!!,0
4185, yes i doo,0
4186, um... i dooo?,0
4187, ....,0
4188, juat got on her fb and click links.,0
4189, lmaoooo.,0
4190, awww thanks bby gurl i love you too<3,0
4191, yes  a lot;)),0
4192, hah. i love you gurly,0
4193, SMDDDD bitch!,0
4194, 0_o,0
4195, lol word...,0
4196, ummm... from southwood?,0
4197, hah... nah stranger;),0
4198, <33,0
4199, lmfaoooo. r well you dont know my life  and dont worry about me twinke;),0
4200, great<3,0
4201, haha let me guess... jacob? lol:)),0
4202, lmfao i have a videoooooooo.,0
4203, lmao let me guess ... erickk?,0
4204, haha thanks bby gurll<3,0
4205, lmao i miss you soooooo much</33333,0
4206, hahah i love you too<333,0
4207, lol then tell me:),0
4208, jess it is:D,0
4209, ....r ;),0
4210, hhaha r r NO.,0
4211, i went out with someone in my grade,0
4212, nope only rivers:),0
4213, nah have you?,0
4214, hah...r jesss;),0
4215, wazuppppp:)),0
4216, okay dike :) lol jk but for'suree,0
4217, hellow:3,0
4218, lol mkay<3,0
4219, heyyy:)),0
4220, hhaha thanks who is this?,0
4221, nah chill w/ that;),0
4222, thank you:),0
4223, hey gurlll:)),0
4224, Suppp,0
4225, hellow:)),0
4226, hellow,0
4227, hello stranger:),0
4228, hey strangerr <3,0
4229, hello:),0
4230, hellowxD,0
4231, aww your too cute:),0
4232, thanks baby gurlll<33,0
4233, great:),0
4234, npe lol well i blow dry them sometimes:),0
4235, imy and thank you  god bless you :),0
4236, lmao  ask yourself that first(;,0
4237, its naturally wavy:)),0
4238, umm i think a party,0
4239, well  i have lairs but the last lair is up to my chin.,0
4240, middle shcool;3,0
4241, i have no idea...,0
4242, hah..r r sorry sweetie but um  i dont blow.,0
4243, 13 turning 14,0
4244, 16..,0
4245, 13 september 6:),0
4246, good lol hby?,0
4247, above me bobbies haha<3,0
4248, 5 4,0
4249, 5'3:) hby?,0
4250, um well....r we met at the falls when we both were with joshy boyy:)),0
4251, chillan:),0
4252, gayyyyy -.-,0
4253, well who is this?,0
4254, yupp i know  but i justt let them be and thanks stranger;) lol,0
4255, i fuckingggggggggggg lovee youuuuu tooooooooooooor r <3333333333333333333333333333333333333333,0
4256, thanks your very pretty yourself=),0
4257, .,0
4258, love you too kiddo. :) and thankss.,0
4259, aha. no i really dont.,0
4260, thanks baby<3,0
4261, haha.i bet it would<3,0
4262, thanks girlier r and i love you too;3r <3,0
4263, i love you too baby girlll<3r r :),0
4264, i love you too,0
4265, i love you too<3333,0
4266, i love you too<33,0
4267, love you too stranger;),0
4268, i love you too bby <333333,0
4269, i love you too<3333333,0
4270, :D,0
4271, i miss you too so muchhhhh mannn,0
4272, idkk :/,0
4273, I honestly have no idea  just tell me:),0
4274, aw thanks baby<333,0
4275, thanks cutie<3,0
4276, thanks baby,0
4277, well you thought wrong:),0
4278, cool...,0
4279, IM me on fb:),0
4280, who is  this?,0
4281, that makes two of us:),0
4282, yes im working on that thank you,0
4283, why are you being such a fuking retard?,1
4284, ....,0
4285, ........,0
4286, lol well it would help if you kinda told me who this is,0
4287, Mhmmm;),0
4288, love you too babe<33,0
4289, mmmmmmm maddy ar allinaa<33,0
4290, ily too  hunny bunn:),0
4291, yea me too?r who says i dont ?,0
4292, Lol well u did and you'll put a bigger smile on my face when you tell me:),0
4293, i miss you too bby gurl<3333,0
4294, idk is it?,0
4295, yes it is,0
4296, 7th grader:),0
4297, i know;),0
4298, good hby?,0
4299, hahaha<33,0
4300, why thank you  so are you :),0
4301, what about her?,0
4302, I lovee ju,0
4303, Awww<3 your amazing!,0
4304, hah pussy bitch you make no sense..,1
4305, Ohh  okay:),0
