,q_a,label
2256,damn your not going to defend her ha ,0
2257,well i know you're just being a douche so why should i waste my time on you?,0
2258,she's a hoe lmao ,1
2259,if you say so,0
2260,your last answer omf lmao ,0
2261,hehehe,0
2262,tf is wrong wit u like so a girl breaks up wit u and then u call urself straight when earlier u were like might be lesbian like tf ,1
2263,lmao why does it concern you,0
2264,throw that ass in a circle ,0
2265,only if you can find the circumference of it,0
2266,How much money do you need to feel rich? ,0
2267,so i was in the bathroom taking a piss and my mom comes in to change and it turns out that i pissed a bowl of hawaiian punch and she's like there's a box of chocolate on the kitchen table if you want it and i just flipped her off and laughed and now she like can't stop laughing omg,0
2268,You could do way better than vivana ,0
2269,lmfao hmu,0
2270,What's on the top of your birthday wish list? ,0
2271,a camaro lmfao,0
2272,dude are you gay for sara now?? you were like fingering her yesterday morning ,1
2273,sarah*,0
2274,What is the first thing you notice in a person of the opposite sex? ,0
2275,face & hair & probably butt too,0
2276,What is your relationship status? ,0
2277,lmfao,0
2278,What makes you really mad? ,0
2279,when you're at the mall for six fucking hours and have no one to take you home and you have like ten dollars left lmfao,0
2280,are you a lesbian or bisexual? ,1
2281,straight,0
2282,what the hell does ur user mean ,0
2283,it's two words in a different language,0
2284,dude what did you get on your midterm ,0
2285,43/100!! lmfao,0
2286,that's so cool omf! you keep being you cause you're rad ,0
2287,i love you omg marry me pls!!,0
2288,"you dress like a bum to school tbh, you need to learn self respect ",1
2289,i don't really give a shit about myself. i am:,0
2290,i saw u kick David omg ,0
2291,that was funny as all hell oml,0
2292,how could you blow Justin if there's nothing to blow Lmao... ,0
2293,lmfao bruh.,0
2294,DAVID TOLD EVERYONE YOU BLEW JUSTIN DAMMM ,1
2295,"im well aware. legitimately everyone came up to me and was like ""omg david told me u blew him!!1!1""  so when we were at the civic center shit i kicked him in his bony ass reeeaaaaallllyyyy hard. my toes still hurt from it lmfao",1
2296,What was the last song you heard? ,0
2297,migraine by twenty one pilots or idfwu lmao,0
2298,don't u like tasheem ,0
2299,fuck that nigga. he dumped my best friend and stole my joke WHICH I WAS NOT CREDITED FOR. im gonna whoop his ass,1
2300,What was your most awkward moment? ,0
2301,a lot omg,0
2302,your hands are cold like my heart ,0
2303,lmfao when ur sleepwalking & ur mom calls u pussy,1
2304,when his pull out game weak asf ,0
2305,lmfao when he hairy af,0
2306,Lmao why she throw dat ass in DA circle ,0
2307,lmfao,0
2308,Do you like your name? ,0
2309,wen u hit the blunt too hard lmfao,0
2310,Justin and Ashley a perfectly ugly couple aw ,1
2311,lmao omg,0
2312,where he at doe when he cums in your weave ,0
2313,lmfao ily,0
2314,u do u call people wifey if u have a gf df ,0
2315,Maya is my best friend dude. piss off,0
2316,"Omfg I'm laughing so much about the hate you're getting, I can't even. They're so stupid I swear to lord Jesus u r even worse. Oh my ",1
2317,lmfao ily wifey,0
2318,"Keesten I saw it! I saw the shipping of me and him, from you. Jesus Christ why does everyone ship us...when it's highly unlikely that will ever happen! ",0
2319,you're right bc you're my wifey!! but you never know.,0
2320,ur ex is talking to other girls!!! ,0
2321,i honestly do not fucking give a single shit about him or what he does with his life??,0
2322,funniest thing tht happened today ,0
2323,when i went to run to ruth to say happy birthday and i almost  busted ass in front of the entire school.,0
2324,Who sent the last text message you received? ,0
2325,i said happy birthday to my mom and she grabs me by my sides and scratches the hell out of my sides and starts screaming at me oh. my sides are red as fuck and have scratch marks oh,0
2326,but girls can't be together wtf ,0
2327,"two people of whatever gender can be together if they want to, fuckboy",0
2328,Hahah inh you know what's funny when. People call you crazy and they think you give a fuck lmfao literallydying rn anon need to stfu ,0
2329,lmao,0
2330,he thinks you're crazy too ,0
2331,i couldn't give a shit less??,0
2332,I love you too...whoops no anon ,0
2333,you're on anon though lmao,0
2334,funniest thing tht happened today ,0
2335,when i went to run to ruth to say happy birthday and i almost  busted ass in front of the entire school.,0
2336,you really are crazy  and pussy aren't you ,1
2337,i am not crazy you lard ass bimbo.,1
2338,what the fuck did u do wrong tho omfg ,0
2339,"um last time i checked i dumped him bc he was ignoring me and being extremely rude? he also broke promises, sexually harrashed,  and talked shit about me. . meanwhile i was loyal and never let him go until i was basically forced to? if that doesn't show affection idk what does",1
2340,Lmao  love you remember My one good leg lmao ,0
2341,lmfao you killed my one good leg.,0
2342,What are you most excited about right now? ,0
2343,more shitty warped announcements!!!,0
2344,u think same sex relationships r ok? ,0
2345,im in one what the fuck,0
2346,aw i saw you guys in the hallway together!! ,0
2347,we completely avoid each other lmao chill,0
2348,I can shit out hotter things than that monster it is worse than Frankenstein ,0
2349,at least he's not a dirty cunt who thinks he's better than everyone else,0
2350,he's a cancer that should be wiped off the face of this planet before he coruppts the system of reproduction ,1
2351,"honestly you're annoying and rude. i can't name a thing in my life that you haven't tried to bash upon. you need to get the fuck over yourself and the fuck away from me, you dirty prick.",1
2352,shocking that you guys are talking tbh i thought he hated you.. ,0
2353,re answering bc irony lmfao,0
2354,Would you call yourself a happy person? ,0
2355,lmfao sike,0
2356,you're an embarrassment to your parents tbh ,1
2357,"hahaha idc. they want me to be a perfect straight christan girl that's smart and social. but that life seems terrifying, im happier as a stupid athiest bitch that watches tv on netflix and cries over boys. it's so much more simplistic and worth while this way though, if they want a perfect straight christian girl they can just have another kid for all i give a fuck.",0
2358,Nah nigga you're happy ,0
2359,sike,0
2360,so I take it that your mentally uncapable of answering questions more then 2 words? ,1
2361,fuck you,0
2362,why don't you know how to answer questions? ,1
2363,fuck you,0
2364,"If you were a road sign, what would you say? ",0
2365,soda in the water cup by atilla is the shit omg,0
2366,Who was the last person you had a deep conversation with? ,0
2367,my daughter omg,0
2368,your music is emo wtf ,0
2369,She just walked away,0
2370,What do you most value in your friends? ,0
2371,their physical strength bc they carry me when i ask them to lmfao,0
2372,Wat is je persoonlijke top 5 van films? ,0
2373,what the fuck,0
2374,I listen to mayday parade omg  ,0
2375,yoo,0
2376,"ass,pussy,dick, and fits number them 1 to 4 1 being best 4 being least ",0
2377,ass 111111111111,0
2378,if you guys aren't dating you can't say hes yours... ,0
2379,i can say whatever the fuck i want bye felica,0
2380,text me and I'm gonna go take a shower x) ,0
2381,have fun w ur tic tac dick,0
2382,I'm only a dude its pretty odvi how and I ment good not cook xD ,0
2383,lmao,0
2384,I get rock hard when cats shit on my face ,0
2385,i know how else to get you rock hard,0
2386,that's not a movie. u really need to learn how to answer questions ,0
2387,u need to learn how to suck my ass,1
2388,your faveiorte actor freaks me DA fuck out ,0
2389,he's so hot ahh,0
2390,"nonono. the old man was just minding his own beeswax then the cat was like ""bring DAT ass here"" ",0
2391,he probably deserves it,0
2392,but superman lives in a cave in Antarctica. haven't u seen the movies ,0
2393,ill travel nigga df,0
2394,let's say superman decides to take a shit on your front lawn... what do you do ,0
2395,throw it at his doorstep and light it on fire:`),0
2396,let's say there's a old man fucking a cat up the ass while your walking down the street and tyge old man needs medical assistance bc the cat is rapeing him. what do you do ,0
2397,i don't do anything bc the old man deserves it for raping a cat.,0
2398,would you rather fuck Steven king with a piece of plywood or kill Santa with a Mexican's arm ,1
2399,Santa isn't real anyway tho,0
2400,would you rather drink a gallon of used toilet water or eat 5 dead uncooked shit covers pigeons ,0
2401,you're sick wtf,1
2402,would you rather wipe your ass with dead cats or moldy cheese ,0
2403,dead cats make me sad,0
2404,What does the life you want to live look like? ,0
2405,"damn daughter, we cute . mainly you bb",0
2406,stop fucking being sad god damn ,0
2407,"i don't even have any emotion or strength to curse you out or anything atm, just leave me be.",0
2408,you are so damn cute smh ,0
2409,omg i love you,0
2410,are you a boy or a girl? ,0
2411,how the fuck do i even look the least bit male to you,0
2412,Keesten! omfg I didn't know what it meant don't judge lmao ,0
2413,lmfao omfg,0
2414,kiss me when the ball drops omg ,0
2415,"flattering, but screw yourself",1
2416,Who is the boss in your house? ,0
2417,you Titty cow shitter nipple penis dick potty mouthed cow fucking idiot douche nigga shit ass hella poop,1
2418,What kind of music calms you down? ,0
2419,Stupid bastard cunt shit fucker titty pancake turtle shit nigga hoot shit ass cheek Maya wtf i hate you omg,1
2420,why are you so upset? ,0
2421,he meant a lot to me you empty minded twat,1
2422,who's gonna be your new years kiss? ,0
2423,I'll probably kiss Ruth bc im lonely as fucking bloody hell rn,0
2424,Do you remember your first kiss? ,0
2425,yes omg,0
2426,Do you believe the devil exists? ,0
2427,satan is the home omg,0
2428,did u guys fuck yet? ,1
2429,chill,0
2430,"you gotta shity  ass and tits, to be honest ",1
2431,not yours to be looking at tbh,0
2432,Who sent the last text message you received? ,0
2433,Josh lmao,0
2434,What is your favourite vegetable? ,0
2435,"my brother told a cashier to ""keep the change you filthy animal"" omg lmao",0
2436,what do you think of alyssa s ,0
2437,omg I love her so much,0
2438,Who would you most like to be stuck in an elevator with? ,0
2439,my platonic husband eden he's so adorable omg,0
2440,Which song best represents your life so far? ,0
2441,Over & Over by Three Days Grace omg,0
2442,you have so much acne ew ,1
2443,"fuck yourself, fuck u dog",1
2444,i have such a big crush on you omg ,0
2445,ur adorable omg,0
2446,can i make out with him plzzz ,0
2447,"fuck you bitch, obviously not",1
2448,dude he misses you stfu ,0
2449,don't even try to fucking tell me how he feels. you honestly don't understand how quick he moves on and keeps shit in the past. if anyone knows him I do so stfu you twat,0
2450,Are you a traveler or a homebody? ,0
2451,my fucking mom just called me nigga omg,0
2452,What's your eye colour? Pap ,0
2453,Hell I dont know  green?,0
2454,Who's the person that inspires you to be better? ,0
2455,Kaltra Meo...... she the shit,1
2456,Are you afraid of the future? ,0
2457,No... even tho Ive been thru so much shit ... Im so ready to see what the future holds,0
2458,Do you agree that nobody goes through more shit in life than a person with a good heart? ,0
2459,1000% lol,0
2460,What would be your perfect wedding party? ,0
2461,"A big ass wedding with some good food , biggest butterfly cake , 7 white dresses , amazing music , and happiness among my fam & friends",0
2462,What do you think when you look in the mirror? ,0
2463,Dang this bitch is hella cute,1
2464,Happy birthday fag :) ,0
2465,Thanks,0
2466,Pap of you're kik . ,0
2467,her bitch ass (:,1
2468,"He played alternate Michael in Season 13, when Dean was attacked at the Bunker. Dean made a deal with Michael to be his vessel. ",0
2469,Oh ok. I should probably rewatch that episode then in order to recognize him,0
2470,Tik Tok doesn't suck ,0
2471,I have an account on there but it doesnt let me follow anyone for some reason so that is why it sucks for me.,0
2472,omg I love this gif!!! lol ,0
2473,Me too,0
2474,omg thats so cute!!!!!! hey can you make a fan art page account for them too? i think they'd really like that ,0
2475,Sure :),0
2476,omg was it a fake that hacked her ,0
2477,There are no fakes of her on Twitter. Its just some stupid person that has nothing better to do,0
2478,damn it ,0
2479,It was to expensive,0
2480,i dont give fuck about it ,0
2481,Well for other people its important,0
2482,If you find 100 dollar on ur car wind shield drive off imminently cuz sex traffic are using that money to steal people car and hurt people ,0
2483,you shit even don?t know how to ask,1
2484,"If you could interview anyone, who would you interview? ",0
2485,Michael Clifford from 5SOS,0
2486,leave edwin alone wtf is ur problem hes not ur friend stfu weirdo ,0
2487,okay,0
2488,"idk how they did a eposide about finn dying , how did he die in the show tho? ",0
2489,He died before that episode. They did a tribute to him,0
2490,why are you so nice? ,0
2491,oh fuck my bad i havent been on this for so long but uhh idk just be kind to others i guess thats  my motto.,0
2492,Di you are really an inspiration to me i would really like to meet you and spend some time with you i adore you a lot ?you are damn pretty ? ,0
2493,Oh why thank you,0
2494,What is the weirdest thing you've heard somebody say? ,0
2495,he got dick fungus,0
2496,What are you dreaming about? ,0
2497,You? lmao idk dreams?,0
2498,Who do you look up too? ,0
2499,Michael Phelps,0
2500,Who's the best athlete ever? ,0
2501,Michael Phelps,0
2502,Hi bryan do you know who this is?  ,0
2503,"Yes I do, he is big dick daddy Isaiah",1
2504,i'll only tell you who i am once you stop vaping and promise to never do shit like that again that's gonna hurt you. okay? ,0
2505,Okay okay I promise. I'll put everything away,0
2506,how do you get so many ppl interested in you? wtf ,0
2507,I have no idea tbh,0
2508,ahh same like I want to be able to get to know them but at the same time I don't know how to LOL ,0
2509,I KNOW RIGHT. Whenever I'm in that position I'm just like uhh... wtf do I Do?,0
2510,When was the last time you had a dinner with your whole family? ,0
2511,Last night lmao,0
2512,What was the last lie you told? ,0
2513,"you don?t hv balls, Grow balls and just do it",1
2514,What would your last words be when you found you're about to die in one minute? ,0
2515,Forgive all my wrong doings to everyone and may you all be blessed,0
2516,"remember a long time ago, I said if I had a class with u , I would confess that I like u? Well we don't have classes this year ",0
2517,lmao aww that sucks /: can I still know doe,0
2518,what happened to all the tbh's lol ,0
2519,lmao I'm too lazy to do it xD plus I'm in class rn,0
2520,Summer vacation is perfect for what? ,0
2521,nothing bc this summer for me was pretty shitty actually..,0
2522,How do you feel about the imperfections of others ,0
2523,Honestly imperfections don't matter. no one is perfect and don't be giving me this bullshit that there is someone perfect out there with a perfect butt or curve or boobs or whatever. everyone has flaws and no matter what they are you have to accept them. flaws are a normal thing. that's what makes us different and makes us learn and be human. imperfections are nothing more than signs to prove you're human (: every single people I've met has imperfections but I don't mind I accept them bc it's not the imperfections that matter.. it's what they do and how they affect me that matter. I love everyone's imperfection and I accept them like I accept mine  [:,0
2524,would it be right to talk shit about your ex? ,0
2525,honestly I don't know why ppl hate their ex.. even if they cheated on you don't hate them.. they probably couldn't hang on to your relationship and decided to start anew. I know it's wrong but that's probably how they felt but honestly I find it messed up ppl do. No matter what happened between you guys you have no right to shit talk them. That is utterly disrespectful. So no it wouldn't be right to do that.,0
2526,"Oh but it does, you see I just want one last picture and then I'll let her down and shut down this whole operation ",0
2527,there's just one thing you missed.. I don't give a single fuck anymore .-. so pls stop bothering me,0
2528,"So I am about to put another girl on that fence of wedgies, unless you give me what I want ",0
2529,I'm done with your shitty ass dude nd shity mentality .-. none of this concerns me so pls leave me alone,1
2530,Would you date the opposite sex version of yourself? ,0
2531,uhhh idk,0
2532,i forgot to unanon fuck  ,0
2533,Oh lmao how was your day,0
2534,not much my ass LMAO ,0
2535,most of them are kiddy arguments like jokes,0
2536,Has your underwear ever ripped ,0
2537,lmao ye,0
2538,What's the best compliment you've ever received? ,0
2539,you suck you little cunt,0
2540,"I meant Where have you kissed your significant other? (lips, cheek etc.) ",0
2541,"Oh lmao I guess all of the above. lips, cheek, nose, forehead, and sometimes neck",0
2542,Whta does negro pepino mean ????? ,0
2543,no idea,0
2544,KASABABIAN REACTING TO UR RUNNING MAN DANCE TODAY  ,0
2545,lmao,0
2546,this shit again? bruhh ,0
2547,ye ikr,0
2548,Alright then I guess she'll be there till 11:45. What a shame she was hoping to be let down early ,0
2549,hm. I bet my ass off you look as retarded as you sound,1
2550,sooo a girl whose prob over 100 pounds is being held by a pair of panties? ,0
2551,honestly whatever don't fucking bother me anymore I'm done with your bullshit and nasty mentality,1
2552,Do it from the back and she'll come down immediately ,1
2553,wtf dude,0
2554,Then fuck her from the back. She's going to be staying up for an extra 20  ,1
2555,wtf dude just let her go,0
2556,"Unless, you put a pic of you pulling them up from the front (front wedgie can delete after). That would get her down immediately ",1
2557,okayy that honestly is like asking me for a dick pic... that's too much that's so messed up... just let her go,0
2558,Well it looks curved around like you're not wearing them. Hmmmmmmm well I guess she'll stay up and extra 30 minutes ,0
2559,wtf dude.... you're such a sick,1
2560,I've gotten more than she has. Now you can get her down right now for a small price ,0
2561,fuck that dude.. why are you being such a coward... asking others to do your bidding,0
2562,Ok I'll just fuck her here longer. Such a shame I had to duct tape her mouth lord she's so loud ,1
2563,I don't get the point in doing this.. fr what are you trying to accomplish? being a dick we already get but what else dude..?,0
2564,"Lets just say their underwear was on their head for a bit, then it was completely ripped off  ",0
2565,lmao wow that's so scary  oml that's nothing,0
2566,"Dude stfu anon. I'm tired of your shit. We all fucking know you're trolling Bryan, just to get a damn fucking nude. Fuck off. ",1
2567,ayee thanks fam ^^,0
2568,You'll end up like the last guy who tried to stand up to me. Want to know what happened? ,0
2569,yea sure tell me square up though see me tmrw last time I said that to someone they never did so prove you got balls,0
2570,So that's a no to helping her? ,0
2571,not commenting.. dude just let her down.. don't be a dick,0
2572,Yup. She'll just be there until 11. Unless you'd like to help her get down sooner ,0
2573,"wtf dude... you're fucking sick mental, shut the fuck u asshole",1
2574,"Oh calm down, it involved guys too. I don't just hang girls from fences. I'm not an animal  ",0
2575,lmao does it really matter if it involves guys or girls?  you still forced people to do it lmao no difference,0
2576,From Transexual Transylvania ,0
2577,that's cool lmao,0
2578,I'm not much of a man by the light but I'm one hell of a lover. I'm just a sweet transvestite ,0
2579,umm okay,0
2580,"Oh fucka fucka fucka fuck me, I wanna be dirty ",0
2581,I swear if this is enzo or my niggas,0
2582,He will not only come for me but for you if you do not earn his name ,0
2583,who the fuck is this guy..? tell him to come to me tell him to,0
2584,I know his name...it's eobard thawne... lmao jk XD ,0
2585,LOL ZOLOMAN HUNTER,0
2586,I can't say. Not without you doing one of those dares ,0
2587,wtf why,0
2588,picture of you texting someone you love them so much ..... GOOOOO! ,0
2589,lmao I fell asleep on her so I texted her just rn,0
2590,omg I barely saw this rn but that anon has gotta chill man. asking for pics of undergarments is basically invading privacy and it's so creepy ,0
2591,Haha yea ik but thanks hillary  (:,0
2592,thank god no one asking me about my underwear ,0
2593,lmao lucky ass,0
2594,"dude y'all anons are some thirsty ass people for pussy , sick bastard",1
2595,ye ^^,0
2596,Fuck her. She's failed. If you don't want her to be punished you'll need to post a picture of the underwear you're currently wearing in 10 minutes. ,1
2597,Okay who the fucking shit is this?,0
2598,They have to be of the ones you're wearing right now ,0
2599,wtf,0
2600,lmao why dont you send them your own underwear? ,0
2601,me send them? I mean idk,0
2602,Because he won't help me ,0
2603,wtf oml,0
2604,just get a picture of a guys boxers off the Internet and say it's Bryan's Lolololol.  to anon ,0
2605,lmao I so fucking agree,0
2606,I'm not fucking playing. Pls help me leave the group ,0
2607,who is in the group wtf,0
2608,No. They'll literally be at my house in minutes if I tell you. Pls just do it and save me from this. If you do the picture I'm safe and free to leave their group ,0
2609,omfg wtf is going on who are they? wtf.. do you need help?,0
2610,I can't reveal any more than I have. The last girl who did got hung on a fence by her underwear for hours like I told you earlier ,0
2611,... wtf is going on... you can't just do this to yourself who is this group and who are they? wtf do they want?,0
2612,Lmao you don't have to lie. Unless you can prove that you wear boxers ,0
2613,lmao you're the one asking me to prove it,0
2614,They get hung on a fence by their undies  ,0
2615,Oh damn O.O,0
2616,What color underwear did you wear today ,0
2617,umm that's kinda weird to ask don't you think lmao,0
2618,(kinda late but owell) tbh | heeeeelo IK YEW!!!! I hav pe wif u n yer cul  ,0
2619,LOL its okayy HEY I KNOW YOU TOO XD I have pe with you  lmao haha I'll talk to ya tmrw gurl  (:,0
2620,Post a vid of you singing? ,0
2621,I sing like shit but here,0
2622,Ootd? (Outfit of the day) ,0
2623,still home just woke up lmao but joggers with Nike elites converse jacket and a tank top,0
2624,but you still suck (-: ,1
2625,..... -.-,0
2626,Thats what i put too  ,0
2627,lmao ballislyfe,0
2628,shit forgot to unanon ,0
2629,funny asf,0
2630,okay who the fuck is asking questions about my ass ,0
2631,idk,0
2632,Yep bryan has a nice ass ,1
2633,BOOTY (:,0
2634,"you can call me nemo, because i'm never afraid to touch the butt  ",0
2635,LOL,0
2636,you still like her?? lmao ,0
2637,lmao no.. if i didnt like her i wouldnt say i like her,0
2638,-.- you do have a jawline wtf ,0
2639,thats why,0
2640,where my thoughts on lmao bc i ate a bag of candy and i got really hyper ,0
2641,Gave ya a long one (:,0
2642,WHERES MY THOUGHTS ON?? you suck and you're mean ,0
2643,Ughh fine ._. Hallo Korea :3 how's life? I hope it's going well XD we dont have any classes this year nor did we did last year but ehh its okayy  ball me up 1v1  you said you could beat me (: project zed in point  so sexy but aha popstar ahri is alright I'd say :3 wish you and darian the best  if you need anything just hmu anytime  glad you're going to sg because i could continue my job as your jerk  1v1 me league too  your comebacks are weak but it's cool you're kiran after all  haha jk jk hope you get better at volleyball too since i heard you're gonna join volley in hs. I wish you the best (: you're really chill and funny you hate me but you still care about me and i appreciate that  thanks kyrie chan (: i know you're KIRAN about me  we NEED a handshake lmao you're the best girl baller i know aside from chloe and Priscilla and Olivia hope you enjoy the rest of your 8th grade (: wish you the best of luck  LOL sorry ruined moment but i GAVE ya a long one gurll :3 i know you hate meh but you mean family to mee and thank you for being there for mee when i needed you  remember if you need anything or you just wanma chat just hmu (: luv ya korea or kyrie or whatever i call you since you have so much nicknames xD but nonetheless luv ya fam,0
2644,Not to be weird or anything lol but im@do a survey cx for health class. I'll pm you after you answer!! thank u for your time! ,0
2645,Ohh lmao answer if I'm circumcised?,0
2646,Happy New Year! Do you have any resolutions? ,0
2647,I have quite a lot lmao,0
2648,"If you could time travel, would you go to the future or the past? ",0
2649,Past... To feel some shit twice before i let it go.,0
2650,oh shit tapped the check mark ,0
2651,Wutt..??,0
2652,OKAY IT'S GENEVIEVE CASE CRACKED ,0
2653,lmao,0
2654,lmao fr tho. Do u? And hints on who it is ,0
2655,aha okai ya i doo and its her,0
2656,WAT HAPPENED TO DORITOS SHOES? ,0
2657,I shoved them up ur ass,0
2658,damn chill anon bryan has the right to not answer your question(s) so please respect his decision ,0
2659,thanks daughter (:,0
2660,"You choose BAE over ball. #lostrespect #balloverhoes #kobe #ballis""life"" #1on1? ",0
2661,lmao bae is important bro bc u can only find that special someone once in your lifetime..and u lost respect for me..? cool idrc either and 1v1? lets go 1v1 tmrw,0
2662,OMG ANON I KNOW THAT SONG  ,0
2663,haha lmao mel,0
2664,OMG I DIDN'T KNOW YOU HAD SIBLINGS.. ,0
2665,lmao i do :3,0
2666,Jordan Wen be a lot cuter than Bryan Wen  ,0
2667,lmao haha i bet he is,0
2668,"your ass feels nice, I wanna have anal with u  ",1
2669,fucking enzo,0
2670,My best friend does not like you anymore cause she thinks you are a jerk ,1
2671,umm okai.. i dont see how im a jerk... but if that's what she thinks then good for her (:,0
2672,thoughts on the beautiful sexy hot cute ,0
2673,you is a bitch ._.,1
2674,oops sorry forgot to unanon ,0
2675,"lmao but what do ya mean ""do now""?",0
2676,and if you think that i'm holding on to something else.. haha <3 ,0
2677,lmao its cool but wat ya mean?,0
2678,"awww haha, those replies may be cheesy, but there sweet <3.. i miss them thoo, lmao  ",0
2679,aha im sorry for eveything,0
2680,YOUR ANONS ARE CUTE. EXCEPT THE ONE THAT WANTS TO KNOW WHO YOU DATING LIKE BACK OFF ,0
2681,lmao ikr XD,0
2682,"oml, anon just needs to find something better to do with their lives ",0
2683,lmao ikr,0
2684,"omgg, but the kas card? lmaoo ",0
2685,idk what tha kas card is but lmao okai,0
2686,"haha, umm.. thanks ig? but that anon as nothing better to do than to hate and annoy someone about their love life, just because they don't have one.. lmaoo i gotcha fam  ",0
2687,lmao thanks fam (:,0
2688,OK I WILL GAYASS PREPARE FOR ME AT LUNCH CAUSE WE ALL KNOW YOU R A PUSSY ,1
2689,before u call me a pussy why u anonymous u little bitch? if aren't afraid un-anon faggot ass plus me needing to prepare for your gayass? dont need to bc we all know ur not even gonna come up to me anyway u mofo,1
2690,WELL SMART PEOPLE WOULD KNOW THAT IT WAS FIGURATIVELY NOT LITERALLY YOU GUYS MAKE ME SICK TO THE ASS ,0
2691,"you know what i dare u to say this shit to my face on monday, come up to me and say this shit u little bitch",1
2692,"omg, anons should just chill.. he's not dating claire ughh also, btw what does ffs mean? sorry i'm like hella slow on internet slang.  ",0
2693,thank you  aha it's okai ffs means for fuck sakes,0
2694,"I mean, if it was Claire, I don't even think Bryan will even answer the question. damn these anons tho. ",0
2695,lol it's not i dont want to answer it.. its i dont know what to say..,0
2696,IM SO CONFUSED WITH EVERYTHING ,0
2697,lmao just read and youll know,0
2698,"im so lost wtf , let me catch up on some stuff first ",0
2699,kk lol,0
2700,i never said anything about claire wtf .. get your facts straight ,0
2701,exactly,0
2702,dude calm tf down if he has a gf let it be. Even if it is Clarie what are you gonna do about? ,0
2703,lmao thanks but it isnt claire im just saying but thanks (:,0
2704,"I think I happen to be the calmest anon, there right now cause they all crazy  ",0
2705,lmao ikr,0
2706,"omgg, who tf was that??  ",0
2707,lmao idek..,0
2708,ok anons .. i know yall love him but it's time to stop cus he somewhat got a girl ,0
2709,lmao XD,0
2710,"idk why, but baee seems like a natural flirter  ",0
2711,haha lmao,0
2712,lmao are you bring nice to the anons or do i really like them? ,0
2713,i dont get ur question... O.o,0
2714,WHAT I JUST SAID DOWN BELOW WAS MEANT FOR YOUR SECRET ADMIRERS NOT YOU  LOL ,0
2715,ohh lmao THE TIME IS RIGHT,0
2716,he's mine tho  ,0
2717,lmao sure u can keep him,0
2718,Thanks for supporting us :^) ,0
2719,lmao haha anytime (:,0
2720,except there's more than one girl likes your ugly ass face  ,1
2721,"thank you bitch, why don?t you  suck my big ass",1
2722,you've had 3 gfs? Right? how about i change that and be your fourth?  ,0
2723,lmao maybe if ya reveal,0
2724,damn bryan. no chill bae wen ,0
2725,haha ik alan bae (:,0
2726,damn for once someone likes you? ,0
2727,coming from a girl who got rejected 4 times,0
2728,"damn nigga wtf is up with those questions "" you make my day I'm on my period you make me feel better ""  ",0
2729,aha secret admirers,0
2730,"Seeing u, even if u dont notice me, makes my whole day complete. I can be on my effing period and my stomach hurts like shit but when i see you all that goes away  ",0
2731,"oml hope you're alright.. :/ go eatt chocolate gurll  and stawph moving so much, limit ur movement  but aww i feel so effing flattered",0
2732,its me bb  jk LOL ,0
2733,lmao i miss ya bby,0
2734,btw you already know im asian but to be specific im viet not chinese lmao ,0
2735,ooohhh that clears a lot but i still don't know,0
2736,"haha, lmao well i'm asain, but race doesn't matter to baee  ",0
2737,haha yep (:,0
2738,BUT I SPENT SO MUCH TIME SEARCHING FOR THE ANON'S IDENTITY AND NOW ITS ALL A WASTE??? OMFG ,0
2739,lmao,0
2740,"YES I WAS THE ONE WHO SAID THAT , AND IM SORRY IF I WAS TOO HARSH BUT YOU AGREED WITH ME SO THE ANONS MUST REVEAL SOON. ",0
2741,lmao imig haha anons if u rlly want to talk to me in person just un-anon ill have a convo with you anyday anytime and maybe even secretly crush on one of ya  but anyway lmao pls reveal (:,0
2742,whoever reveals first gets to have bryan . let the competition begin ladies. ,0
2743,lmao  oh jesus XD,0
2744,"haha, it's you tulip  you should recognize me by now, lmao  ",0
2745,ohh i see sorry,0
2746,helpful honda grandma ,0
2747,lmao it is now  btw hai grandma (:,0
2748,wtf how many anons are there ? ,0
2749,idek...,0
2750,lmao srry but ill give u a hint: i have no classes with u in garvey ,0
2751,awww plss that's too vague...,0
2752,ANON TEXT ME WHO YOU ARE PLSS ?? begging you <3 ,0
2753,lmao they're dying to know,0
2754,OH MY GOD I DONT EVEN KNOW WHO YOU ARE I JUST FOUND YOU ON MY FEED AND EVEN IM CURIOUS TO KNOW WHO ANON IS WTF ,0
2755,lmao LOL,0
2756,i liking every single one of your answers so i can keep track of you and that anon's love going on  ,0
2757,ik my phone was literally ringing like shit,0
2758,when bryan wen forgets about his close friend ,0
2759,lmfao im sorry,0
2760,"omg olive, do it. It'll be hella funny ",0
2761,nuuu it hurts,0
2762,"omfg, your time's wrong, lmao  ",0
2763,ik that was in 7th grade,0
2764,Can u tell ur anno from other annos ,0
2765,lmao kinda,0
2766,What if the anno is a dude ,0
2767,lmao idk,0
2768,lol i know who johnathan lm and jasper likes  ,0
2769,lmao i think i do but not sure..,0
2770,"omg anon please reveal yourself , I CAN'T EVEN HANDLE MYSELF ANYMORE. THIS BOTHERS ME MORE THAN IT BOTHERS BRYAN.  ",0
2771,haha lmao melody going crazyy (:,0
2772,"damn anon  I had to ask my dad what it meant  but dang, anon is Chinese huh ? ",0
2773,"Anon is chinese and fucking rapist, son of a bitch",1
2774,lmao talking with you Chinese is fun  ,0
2775,haha yep (:,0
2776,im getting frustrated with trying to read chinese .-. ,0
2777,lmao,0
2778,"KOREA CHAN, MADE MY MORNING BUT AW KIRAN  ",0
2779,lmao,0
